Training: 2021-10-28 22:59:42,753-rank_id: 0
Training: 2021-10-28 23:27:25,255-Speed 255.08 samples/sec   Loss 11.8819   LearningRate 0.0250000   Epoch: 0   Global Step: 2100   Required: 5 hours
Training: 2021-10-28 23:27:50,279-Speed 255.79 samples/sec   Loss 11.7757   LearningRate 0.0250000   Epoch: 0   Global Step: 2150   Required: 5 hours
Training: 2021-10-28 23:28:15,291-Speed 255.92 samples/sec   Loss 12.0046   LearningRate 0.0250000   Epoch: 0   Global Step: 2200   Required: 5 hours
Training: 2021-10-28 23:28:40,380-Speed 255.13 samples/sec   Loss 11.9226   LearningRate 0.0250000   Epoch: 0   Global Step: 2250   Required: 5 hours
Training: 2021-10-28 23:29:05,666-Speed 253.14 samples/sec   Loss 11.6626   LearningRate 0.0250000   Epoch: 0   Global Step: 2300   Required: 4 hours
Training: 2021-10-28 23:29:31,008-Speed 252.56 samples/sec   Loss 11.7851   LearningRate 0.0250000   Epoch: 0   Global Step: 2350   Required: 4 hours
Training: 2021-10-28 23:29:56,577-Speed 250.34 samples/sec   Loss 11.5160   LearningRate 0.0250000   Epoch: 0   Global Step: 2400   Required: 4 hours
Training: 2021-10-28 23:30:22,274-Speed 249.09 samples/sec   Loss 11.7502   LearningRate 0.0250000   Epoch: 0   Global Step: 2450   Required: 4 hours
Training: 2021-10-28 23:30:39,705-Pytorch Model Saved in '/output/webface_r50_512_3/backbone.pth'
Training: 2021-10-28 23:30:41,190-Pytorch Model Saved in '/output/webface_r50_512_3/backbone_000.pth'
Training: 2021-10-28 23:30:50,815-Speed 224.26 samples/sec   Loss 11.0343   LearningRate 0.0250000   Epoch: 1   Global Step: 2500   Required: 4 hours
Training: 2021-10-28 23:31:16,761-Speed 246.69 samples/sec   Loss 9.6695   LearningRate 0.0250000   Epoch: 1   Global Step: 2550   Required: 4 hours
Training: 2021-10-28 23:31:42,633-Speed 247.39 samples/sec   Loss 9.8228   LearningRate 0.0250000   Epoch: 1   Global Step: 2600   Required: 4 hours
Training: 2021-10-28 23:32:08,372-Speed 248.69 samples/sec   Loss 9.8239   LearningRate 0.0250000   Epoch: 1   Global Step: 2650   Required: 4 hours
Training: 2021-10-28 23:32:34,122-Speed 248.56 samples/sec   Loss 9.8939   LearningRate 0.0250000   Epoch: 1   Global Step: 2700   Required: 4 hours
Training: 2021-10-28 23:32:59,967-Speed 247.66 samples/sec   Loss 9.8120   LearningRate 0.0250000   Epoch: 1   Global Step: 2750   Required: 4 hours
Training: 2021-10-28 23:33:25,922-Speed 246.61 samples/sec   Loss 10.0653   LearningRate 0.0250000   Epoch: 1   Global Step: 2800   Required: 4 hours
Training: 2021-10-28 23:33:51,740-Speed 247.89 samples/sec   Loss 10.1406   LearningRate 0.0250000   Epoch: 1   Global Step: 2850   Required: 4 hours
Training: 2021-10-28 23:34:17,539-Speed 248.10 samples/sec   Loss 10.2119   LearningRate 0.0250000   Epoch: 1   Global Step: 2900   Required: 4 hours
Training: 2021-10-28 23:34:43,331-Speed 248.17 samples/sec   Loss 10.1466   LearningRate 0.0250000   Epoch: 1   Global Step: 2950   Required: 4 hours
Training: 2021-10-28 23:35:09,242-Speed 247.04 samples/sec   Loss 10.3013   LearningRate 0.0250000   Epoch: 1   Global Step: 3000   Required: 4 hours
Training: 2021-10-28 23:35:35,214-Speed 246.45 samples/sec   Loss 10.4847   LearningRate 0.0250000   Epoch: 1   Global Step: 3050   Required: 4 hours
Training: 2021-10-28 23:36:01,115-Speed 247.13 samples/sec   Loss 10.6673   LearningRate 0.0250000   Epoch: 1   Global Step: 3100   Required: 4 hours
Training: 2021-10-28 23:36:27,049-Speed 246.79 samples/sec   Loss 10.6947   LearningRate 0.0250000   Epoch: 1   Global Step: 3150   Required: 4 hours
Training: 2021-10-28 23:36:52,965-Speed 246.98 samples/sec   Loss 10.6669   LearningRate 0.0250000   Epoch: 1   Global Step: 3200   Required: 4 hours
Training: 2021-10-28 23:37:18,848-Speed 247.29 samples/sec   Loss 10.7552   LearningRate 0.0250000   Epoch: 1   Global Step: 3250   Required: 4 hours
Training: 2021-10-28 23:37:44,738-Speed 247.23 samples/sec   Loss 10.5714   LearningRate 0.0250000   Epoch: 1   Global Step: 3300   Required: 4 hours
Training: 2021-10-28 23:38:10,620-Speed 247.31 samples/sec   Loss 10.6840   LearningRate 0.0250000   Epoch: 1   Global Step: 3350   Required: 4 hours
Training: 2021-10-28 23:38:36,504-Speed 247.28 samples/sec   Loss 10.6134   LearningRate 0.0250000   Epoch: 1   Global Step: 3400   Required: 4 hours
Training: 2021-10-28 23:39:02,333-Speed 247.82 samples/sec   Loss 10.7414   LearningRate 0.0250000   Epoch: 1   Global Step: 3450   Required: 4 hours
Training: 2021-10-28 23:39:28,210-Speed 247.36 samples/sec   Loss 10.8905   LearningRate 0.0250000   Epoch: 1   Global Step: 3500   Required: 4 hours
Training: 2021-10-28 23:39:54,101-Speed 247.22 samples/sec   Loss 10.6951   LearningRate 0.0250000   Epoch: 1   Global Step: 3550   Required: 4 hours
Training: 2021-10-28 23:40:19,964-Speed 247.49 samples/sec   Loss 11.1499   LearningRate 0.0250000   Epoch: 1   Global Step: 3600   Required: 4 hours
Training: 2021-10-28 23:40:45,774-Speed 247.98 samples/sec   Loss 10.9932   LearningRate 0.0250000   Epoch: 1   Global Step: 3650   Required: 4 hours
Training: 2021-10-28 23:41:11,650-Speed 247.35 samples/sec   Loss 11.2861   LearningRate 0.0250000   Epoch: 1   Global Step: 3700   Required: 4 hours
Training: 2021-10-28 23:41:37,513-Speed 247.49 samples/sec   Loss 11.0500   LearningRate 0.0250000   Epoch: 1   Global Step: 3750   Required: 4 hours
Training: 2021-10-28 23:42:03,350-Speed 247.73 samples/sec   Loss 10.8991   LearningRate 0.0250000   Epoch: 1   Global Step: 3800   Required: 4 hours
Training: 2021-10-28 23:42:29,176-Speed 247.82 samples/sec   Loss 10.7865   LearningRate 0.0250000   Epoch: 1   Global Step: 3850   Required: 4 hours
Training: 2021-10-28 23:42:54,978-Speed 248.07 samples/sec   Loss 10.9644   LearningRate 0.0250000   Epoch: 1   Global Step: 3900   Required: 4 hours
Training: 2021-10-28 23:43:20,802-Speed 247.87 samples/sec   Loss 10.9640   LearningRate 0.0250000   Epoch: 1   Global Step: 3950   Required: 4 hours
Training: 2021-10-28 23:43:46,595-Speed 248.16 samples/sec   Loss 11.1017   LearningRate 0.0250000   Epoch: 1   Global Step: 4000   Required: 4 hours
Training: 2021-10-28 23:45:10,077-[agedb_30][4000]XNorm: 13.487933
Training: 2021-10-28 23:45:10,077-[agedb_30][4000]Accuracy-Flip: 0.72383+-0.02004
Training: 2021-10-28 23:45:10,077-[agedb_30][4000]Accuracy-Highest: 0.74433
Training: 2021-10-28 23:48:36,688-[dev_00][4000]XNorm: 15.529235
Training: 2021-10-28 23:48:36,689-[dev_00][4000]Accuracy-Flip: 0.51633+-0.03021
Training: 2021-10-28 23:48:36,689-[dev_00][4000]Accuracy-Highest: 0.52987
Training: 2021-10-28 23:50:07,761-[dev_04][4000]XNorm: 15.592512
Training: 2021-10-28 23:50:07,761-[dev_04][4000]Accuracy-Flip: 0.49084+-0.02016
Training: 2021-10-28 23:50:07,761-[dev_04][4000]Accuracy-Highest: 0.49084
Training: 2021-10-28 23:50:32,740-Speed 15.76 samples/sec   Loss 11.0104   LearningRate 0.0250000   Epoch: 1   Global Step: 4050   Required: 4 hours
Training: 2021-10-28 23:50:57,802-Speed 255.40 samples/sec   Loss 10.9900   LearningRate 0.0250000   Epoch: 1   Global Step: 4100   Required: 4 hours
Training: 2021-10-28 23:51:22,806-Speed 255.99 samples/sec   Loss 11.4869   LearningRate 0.0250000   Epoch: 1   Global Step: 4150   Required: 4 hours
Training: 2021-10-28 23:51:47,834-Speed 255.74 samples/sec   Loss 11.3500   LearningRate 0.0250000   Epoch: 1   Global Step: 4200   Required: 4 hours
Training: 2021-10-28 23:52:12,917-Speed 255.19 samples/sec   Loss 11.1181   LearningRate 0.0250000   Epoch: 1   Global Step: 4250   Required: 4 hours
Training: 2021-10-28 23:52:38,135-Speed 253.82 samples/sec   Loss 11.0804   LearningRate 0.0250000   Epoch: 1   Global Step: 4300   Required: 4 hours
Training: 2021-10-28 23:53:03,502-Speed 252.33 samples/sec   Loss 11.1848   LearningRate 0.0250000   Epoch: 1   Global Step: 4350   Required: 4 hours
Training: 2021-10-28 23:53:28,997-Speed 251.06 samples/sec   Loss 11.1021   LearningRate 0.0250000   Epoch: 1   Global Step: 4400   Required: 4 hours
Training: 2021-10-28 23:53:54,615-Speed 249.86 samples/sec   Loss 11.2031   LearningRate 0.0250000   Epoch: 1   Global Step: 4450   Required: 4 hours
Training: 2021-10-28 23:54:20,327-Speed 248.95 samples/sec   Loss 11.1295   LearningRate 0.0250000   Epoch: 1   Global Step: 4500   Required: 4 hours
Training: 2021-10-28 23:54:46,071-Speed 248.63 samples/sec   Loss 11.1141   LearningRate 0.0250000   Epoch: 1   Global Step: 4550   Required: 4 hours
Training: 2021-10-28 23:55:11,882-Speed 247.99 samples/sec   Loss 11.2323   LearningRate 0.0250000   Epoch: 1   Global Step: 4600   Required: 4 hours
Training: 2021-10-28 23:55:37,749-Speed 247.45 samples/sec   Loss 11.1731   LearningRate 0.0250000   Epoch: 1   Global Step: 4650   Required: 4 hours
Training: 2021-10-28 23:56:03,623-Speed 247.39 samples/sec   Loss 11.1135   LearningRate 0.0250000   Epoch: 1   Global Step: 4700   Required: 4 hours
Training: 2021-10-28 23:56:29,553-Speed 246.85 samples/sec   Loss 11.2204   LearningRate 0.0250000   Epoch: 1   Global Step: 4750   Required: 4 hours
Training: 2021-10-28 23:56:55,491-Speed 246.77 samples/sec   Loss 11.5006   LearningRate 0.0250000   Epoch: 1   Global Step: 4800   Required: 4 hours
Training: 2021-10-28 23:57:21,290-Speed 248.10 samples/sec   Loss 11.3565   LearningRate 0.0250000   Epoch: 1   Global Step: 4850   Required: 4 hours
Training: 2021-10-28 23:57:47,018-Speed 248.79 samples/sec   Loss 11.5839   LearningRate 0.0250000   Epoch: 1   Global Step: 4900   Required: 4 hours
Training: 2021-10-28 23:58:12,788-Speed 248.38 samples/sec   Loss 11.2417   LearningRate 0.0250000   Epoch: 1   Global Step: 4950   Required: 4 hours
Training: 2021-10-28 23:58:22,545-Pytorch Model Saved in '/output/webface_r50_512_3/backbone.pth'
Training: 2021-10-28 23:58:41,216-Speed 225.16 samples/sec   Loss 9.7236   LearningRate 0.0250000   Epoch: 2   Global Step: 5000   Required: 4 hours
Training: 2021-10-28 23:59:07,177-Speed 246.56 samples/sec   Loss 9.3064   LearningRate 0.0250000   Epoch: 2   Global Step: 5050   Required: 4 hours
Training: 2021-10-28 23:59:33,018-Speed 247.69 samples/sec   Loss 9.4269   LearningRate 0.0250000   Epoch: 2   Global Step: 5100   Required: 4 hours
Training: 2021-10-28 23:59:58,807-Speed 248.18 samples/sec   Loss 9.3560   LearningRate 0.0250000   Epoch: 2   Global Step: 5150   Required: 4 hours
Training: 2021-10-29 00:00:24,507-Speed 249.05 samples/sec   Loss 9.4523   LearningRate 0.0250000   Epoch: 2   Global Step: 5200   Required: 4 hours
Training: 2021-10-29 00:00:50,226-Speed 248.88 samples/sec   Loss 9.7455   LearningRate 0.0250000   Epoch: 2   Global Step: 5250   Required: 4 hours
Training: 2021-10-29 00:01:16,121-Speed 247.18 samples/sec   Loss 9.8002   LearningRate 0.0250000   Epoch: 2   Global Step: 5300   Required: 4 hours
Training: 2021-10-29 00:01:42,071-Speed 246.65 samples/sec   Loss 9.6355   LearningRate 0.0250000   Epoch: 2   Global Step: 5350   Required: 4 hours
Training: 2021-10-29 00:02:08,047-Speed 246.41 samples/sec   Loss 9.8259   LearningRate 0.0250000   Epoch: 2   Global Step: 5400   Required: 4 hours
Training: 2021-10-29 00:02:33,853-Speed 248.03 samples/sec   Loss 10.0677   LearningRate 0.0250000   Epoch: 2   Global Step: 5450   Required: 4 hours
Training: 2021-10-29 00:02:59,638-Speed 248.24 samples/sec   Loss 10.0098   LearningRate 0.0250000   Epoch: 2   Global Step: 5500   Required: 4 hours
Training: 2021-10-29 00:03:25,425-Speed 248.22 samples/sec   Loss 10.4260   LearningRate 0.0250000   Epoch: 2   Global Step: 5550   Required: 4 hours
Training: 2021-10-29 00:03:51,241-Speed 247.92 samples/sec   Loss 10.2214   LearningRate 0.0250000   Epoch: 2   Global Step: 5600   Required: 4 hours
Training: 2021-10-29 00:04:17,070-Speed 247.81 samples/sec   Loss 10.1396   LearningRate 0.0250000   Epoch: 2   Global Step: 5650   Required: 4 hours
Training: 2021-10-29 00:04:42,933-Speed 247.49 samples/sec   Loss 10.3197   LearningRate 0.0250000   Epoch: 2   Global Step: 5700   Required: 4 hours
Training: 2021-10-29 00:05:08,803-Speed 247.42 samples/sec   Loss 10.3602   LearningRate 0.0250000   Epoch: 2   Global Step: 5750   Required: 4 hours
Training: 2021-10-29 00:05:34,663-Speed 247.52 samples/sec   Loss 10.4625   LearningRate 0.0250000   Epoch: 2   Global Step: 5800   Required: 3 hours
Training: 2021-10-29 00:06:00,561-Speed 247.15 samples/sec   Loss 10.4151   LearningRate 0.0250000   Epoch: 2   Global Step: 5850   Required: 3 hours
Training: 2021-10-29 00:06:26,497-Speed 246.79 samples/sec   Loss 10.6616   LearningRate 0.0250000   Epoch: 2   Global Step: 5900   Required: 3 hours
Training: 2021-10-29 00:06:52,397-Speed 247.14 samples/sec   Loss 10.6149   LearningRate 0.0250000   Epoch: 2   Global Step: 5950   Required: 3 hours
Training: 2021-10-29 00:07:18,315-Speed 246.96 samples/sec   Loss 10.7871   LearningRate 0.0250000   Epoch: 2   Global Step: 6000   Required: 3 hours
Training: 2021-10-29 00:08:41,843-[agedb_30][6000]XNorm: 14.678101
Training: 2021-10-29 00:08:41,843-[agedb_30][6000]Accuracy-Flip: 0.76933+-0.02534
Training: 2021-10-29 00:08:41,843-[agedb_30][6000]Accuracy-Highest: 0.76933
Training: 2021-10-29 00:12:08,182-[dev_00][6000]XNorm: 16.585962
Training: 2021-10-29 00:12:08,182-[dev_00][6000]Accuracy-Flip: 0.51667+-0.03532
Training: 2021-10-29 00:12:08,182-[dev_00][6000]Accuracy-Highest: 0.52987
Training: 2021-10-29 00:13:39,242-[dev_04][6000]XNorm: 16.576406
Training: 2021-10-29 00:13:39,242-[dev_04][6000]Accuracy-Flip: 0.49252+-0.01690
Training: 2021-10-29 00:13:39,243-[dev_04][6000]Accuracy-Highest: 0.49252
Training: 2021-10-29 00:14:04,265-Speed 15.77 samples/sec   Loss 10.7053   LearningRate 0.0250000   Epoch: 2   Global Step: 6050   Required: 4 hours
Training: 2021-10-29 00:14:29,348-Speed 255.19 samples/sec   Loss 10.8632   LearningRate 0.0250000   Epoch: 2   Global Step: 6100   Required: 4 hours
Training: 2021-10-29 00:14:54,386-Speed 255.64 samples/sec   Loss 10.4799   LearningRate 0.0250000   Epoch: 2   Global Step: 6150   Required: 4 hours
Training: 2021-10-29 00:15:19,426-Speed 255.61 samples/sec   Loss 10.7393   LearningRate 0.0250000   Epoch: 2   Global Step: 6200   Required: 4 hours
Training: 2021-10-29 00:15:44,514-Speed 255.13 samples/sec   Loss 10.6917   LearningRate 0.0250000   Epoch: 2   Global Step: 6250   Required: 4 hours
Training: 2021-10-29 00:16:09,749-Speed 253.65 samples/sec   Loss 10.9191   LearningRate 0.0250000   Epoch: 2   Global Step: 6300   Required: 4 hours
Training: 2021-10-29 00:16:35,118-Speed 252.31 samples/sec   Loss 10.3780   LearningRate 0.0250000   Epoch: 2   Global Step: 6350   Required: 4 hours
Training: 2021-10-29 00:17:00,655-Speed 250.65 samples/sec   Loss 10.8813   LearningRate 0.0250000   Epoch: 2   Global Step: 6400   Required: 4 hours
Training: 2021-10-29 00:17:26,318-Speed 249.42 samples/sec   Loss 10.6278   LearningRate 0.0250000   Epoch: 2   Global Step: 6450   Required: 4 hours
Training: 2021-10-29 00:17:52,067-Speed 248.58 samples/sec   Loss 10.8104   LearningRate 0.0250000   Epoch: 2   Global Step: 6500   Required: 4 hours
Training: 2021-10-29 00:18:17,919-Speed 247.59 samples/sec   Loss 10.7578   LearningRate 0.0250000   Epoch: 2   Global Step: 6550   Required: 4 hours
Training: 2021-10-29 00:18:43,812-Speed 247.20 samples/sec   Loss 10.9249   LearningRate 0.0250000   Epoch: 2   Global Step: 6600   Required: 4 hours
Training: 2021-10-29 00:19:09,713-Speed 247.13 samples/sec   Loss 10.8712   LearningRate 0.0250000   Epoch: 2   Global Step: 6650   Required: 4 hours
Training: 2021-10-29 00:19:35,470-Speed 248.50 samples/sec   Loss 10.9866   LearningRate 0.0250000   Epoch: 2   Global Step: 6700   Required: 4 hours
Training: 2021-10-29 00:20:01,221-Speed 248.56 samples/sec   Loss 10.8244   LearningRate 0.0250000   Epoch: 2   Global Step: 6750   Required: 3 hours
Training: 2021-10-29 00:20:26,911-Speed 249.16 samples/sec   Loss 11.0498   LearningRate 0.0250000   Epoch: 2   Global Step: 6800   Required: 3 hours
Training: 2021-10-29 00:20:52,718-Speed 248.03 samples/sec   Loss 10.8684   LearningRate 0.0250000   Epoch: 2   Global Step: 6850   Required: 3 hours
Training: 2021-10-29 00:21:18,658-Speed 246.75 samples/sec   Loss 10.8569   LearningRate 0.0250000   Epoch: 2   Global Step: 6900   Required: 3 hours
Training: 2021-10-29 00:21:44,561-Speed 247.11 samples/sec   Loss 11.3834   LearningRate 0.0250000   Epoch: 2   Global Step: 6950   Required: 3 hours
Training: 2021-10-29 00:22:10,443-Speed 247.31 samples/sec   Loss 11.1339   LearningRate 0.0250000   Epoch: 2   Global Step: 7000   Required: 3 hours
Training: 2021-10-29 00:22:36,331-Speed 247.23 samples/sec   Loss 11.1426   LearningRate 0.0250000   Epoch: 2   Global Step: 7050   Required: 3 hours
Training: 2021-10-29 00:23:02,213-Speed 247.29 samples/sec   Loss 10.9500   LearningRate 0.0250000   Epoch: 2   Global Step: 7100   Required: 3 hours
Training: 2021-10-29 00:23:28,081-Speed 247.43 samples/sec   Loss 10.9957   LearningRate 0.0250000   Epoch: 2   Global Step: 7150   Required: 3 hours
Training: 2021-10-29 00:23:53,992-Speed 247.02 samples/sec   Loss 11.2148   LearningRate 0.0250000   Epoch: 2   Global Step: 7200   Required: 3 hours
Training: 2021-10-29 00:24:19,871-Speed 247.33 samples/sec   Loss 10.8412   LearningRate 0.0250000   Epoch: 2   Global Step: 7250   Required: 3 hours
Training: 2021-10-29 00:24:45,766-Speed 247.18 samples/sec   Loss 10.7917   LearningRate 0.0250000   Epoch: 2   Global Step: 7300   Required: 3 hours
Training: 2021-10-29 00:25:11,677-Speed 247.03 samples/sec   Loss 11.0205   LearningRate 0.0250000   Epoch: 2   Global Step: 7350   Required: 3 hours
