Training: 2021-10-28 22:55:31,500-rank_id: 0
Training: 2021-10-28 23:09:13,489-Speed 188.24 samples/sec   Loss 24.7269   LearningRate 0.0006250   Epoch: 0   Global Step: 2950   Required: 7 hours
Training: 2021-10-28 23:09:22,001-Speed 188.31 samples/sec   Loss 24.6173   LearningRate 0.0006250   Epoch: 0   Global Step: 3000   Required: 7 hours
Training: 2021-10-28 23:09:30,477-Speed 189.10 samples/sec   Loss 24.7091   LearningRate 0.0006250   Epoch: 0   Global Step: 3050   Required: 7 hours
Training: 2021-10-28 23:09:38,948-Speed 189.24 samples/sec   Loss 24.1630   LearningRate 0.0006250   Epoch: 0   Global Step: 3100   Required: 7 hours
Training: 2021-10-28 23:09:47,414-Speed 189.32 samples/sec   Loss 24.1272   LearningRate 0.0006250   Epoch: 0   Global Step: 3150   Required: 7 hours
Training: 2021-10-28 23:09:55,875-Speed 189.45 samples/sec   Loss 24.6720   LearningRate 0.0006250   Epoch: 0   Global Step: 3200   Required: 7 hours
Training: 2021-10-28 23:10:04,344-Speed 189.26 samples/sec   Loss 24.1030   LearningRate 0.0006250   Epoch: 0   Global Step: 3250   Required: 7 hours
Training: 2021-10-28 23:10:12,811-Speed 189.32 samples/sec   Loss 23.0328   LearningRate 0.0006250   Epoch: 0   Global Step: 3300   Required: 6 hours
Training: 2021-10-28 23:10:21,296-Speed 188.89 samples/sec   Loss 23.4816   LearningRate 0.0006250   Epoch: 0   Global Step: 3350   Required: 6 hours
Training: 2021-10-28 23:10:29,778-Speed 188.97 samples/sec   Loss 23.5178   LearningRate 0.0006250   Epoch: 0   Global Step: 3400   Required: 6 hours
Training: 2021-10-28 23:10:38,277-Speed 188.57 samples/sec   Loss 23.3170   LearningRate 0.0006250   Epoch: 0   Global Step: 3450   Required: 6 hours
Training: 2021-10-28 23:10:46,776-Speed 188.61 samples/sec   Loss 23.4274   LearningRate 0.0006250   Epoch: 0   Global Step: 3500   Required: 6 hours
Training: 2021-10-28 23:10:55,274-Speed 188.62 samples/sec   Loss 22.8075   LearningRate 0.0006250   Epoch: 0   Global Step: 3550   Required: 6 hours
Training: 2021-10-28 23:11:03,744-Speed 189.23 samples/sec   Loss 23.5662   LearningRate 0.0006250   Epoch: 0   Global Step: 3600   Required: 6 hours
Training: 2021-10-28 23:11:12,224-Speed 189.01 samples/sec   Loss 22.9023   LearningRate 0.0006250   Epoch: 0   Global Step: 3650   Required: 6 hours
Training: 2021-10-28 23:11:20,699-Speed 189.14 samples/sec   Loss 22.9011   LearningRate 0.0006250   Epoch: 0   Global Step: 3700   Required: 6 hours
Training: 2021-10-28 23:11:29,179-Speed 189.01 samples/sec   Loss 23.0428   LearningRate 0.0006250   Epoch: 0   Global Step: 3750   Required: 6 hours
Training: 2021-10-28 23:11:37,657-Speed 189.05 samples/sec   Loss 22.9999   LearningRate 0.0006250   Epoch: 0   Global Step: 3800   Required: 6 hours
Training: 2021-10-28 23:11:46,126-Speed 189.28 samples/sec   Loss 22.4808   LearningRate 0.0006250   Epoch: 0   Global Step: 3850   Required: 6 hours
Training: 2021-10-28 23:11:54,582-Speed 189.55 samples/sec   Loss 22.4772   LearningRate 0.0006250   Epoch: 0   Global Step: 3900   Required: 6 hours
Training: 2021-10-28 23:12:03,054-Speed 189.17 samples/sec   Loss 22.9633   LearningRate 0.0006250   Epoch: 0   Global Step: 3950   Required: 6 hours
Training: 2021-10-28 23:12:11,523-Speed 189.26 samples/sec   Loss 21.5693   LearningRate 0.0006250   Epoch: 0   Global Step: 4000   Required: 6 hours
Training: 2021-10-28 23:12:58,210-[agedb_30][4000]XNorm: 26.724718
Training: 2021-10-28 23:12:58,210-[agedb_30][4000]Accuracy-Flip: 0.73333+-0.01300
Training: 2021-10-28 23:12:58,210-[agedb_30][4000]Accuracy-Highest: 0.73933
Training: 2021-10-28 23:14:52,796-[dev_00][4000]XNorm: 33.781780
Training: 2021-10-28 23:14:52,797-[dev_00][4000]Accuracy-Flip: 0.52233+-0.04720
Training: 2021-10-28 23:14:52,797-[dev_00][4000]Accuracy-Highest: 0.52540
Training: 2021-10-28 23:15:43,857-[dev_04][4000]XNorm: 33.893904
Training: 2021-10-28 23:15:43,858-[dev_04][4000]Accuracy-Flip: 0.49313+-0.00478
Training: 2021-10-28 23:15:43,858-[dev_04][4000]Accuracy-Highest: 0.49527
Training: 2021-10-28 23:15:52,353-Speed 7.25 samples/sec   Loss 21.7144   LearningRate 0.0006250   Epoch: 0   Global Step: 4050   Required: 7 hours
Training: 2021-10-28 23:16:00,793-Speed 189.92 samples/sec   Loss 22.4472   LearningRate 0.0006250   Epoch: 0   Global Step: 4100   Required: 7 hours
Training: 2021-10-28 23:16:09,251-Speed 189.50 samples/sec   Loss 21.7967   LearningRate 0.0006250   Epoch: 0   Global Step: 4150   Required: 7 hours
Training: 2021-10-28 23:16:17,737-Speed 188.90 samples/sec   Loss 22.0770   LearningRate 0.0006250   Epoch: 0   Global Step: 4200   Required: 7 hours
Training: 2021-10-28 23:16:26,240-Speed 188.50 samples/sec   Loss 21.8477   LearningRate 0.0006250   Epoch: 0   Global Step: 4250   Required: 7 hours
Training: 2021-10-28 23:16:34,756-Speed 188.22 samples/sec   Loss 21.6881   LearningRate 0.0006250   Epoch: 0   Global Step: 4300   Required: 7 hours
Training: 2021-10-28 23:16:43,261-Speed 188.46 samples/sec   Loss 22.1950   LearningRate 0.0006250   Epoch: 0   Global Step: 4350   Required: 7 hours
Training: 2021-10-28 23:16:51,755-Speed 188.71 samples/sec   Loss 21.2786   LearningRate 0.0006250   Epoch: 0   Global Step: 4400   Required: 7 hours
Training: 2021-10-28 23:17:00,231-Speed 189.11 samples/sec   Loss 21.4797   LearningRate 0.0006250   Epoch: 0   Global Step: 4450   Required: 7 hours
Training: 2021-10-28 23:17:08,704-Speed 189.18 samples/sec   Loss 20.7728   LearningRate 0.0006250   Epoch: 0   Global Step: 4500   Required: 7 hours
Training: 2021-10-28 23:17:17,172-Speed 189.30 samples/sec   Loss 20.6660   LearningRate 0.0006250   Epoch: 0   Global Step: 4550   Required: 7 hours
Training: 2021-10-28 23:17:25,639-Speed 189.30 samples/sec   Loss 21.3499   LearningRate 0.0006250   Epoch: 0   Global Step: 4600   Required: 7 hours
Training: 2021-10-28 23:17:34,117-Speed 189.06 samples/sec   Loss 20.5242   LearningRate 0.0006250   Epoch: 0   Global Step: 4650   Required: 7 hours
Training: 2021-10-28 23:17:42,575-Speed 189.52 samples/sec   Loss 20.2791   LearningRate 0.0006250   Epoch: 0   Global Step: 4700   Required: 7 hours
Training: 2021-10-28 23:17:51,046-Speed 189.22 samples/sec   Loss 21.6141   LearningRate 0.0006250   Epoch: 0   Global Step: 4750   Required: 7 hours
Training: 2021-10-28 23:17:59,522-Speed 189.12 samples/sec   Loss 20.7728   LearningRate 0.0006250   Epoch: 0   Global Step: 4800   Required: 7 hours
Training: 2021-10-28 23:18:08,006-Speed 188.92 samples/sec   Loss 20.7740   LearningRate 0.0006250   Epoch: 0   Global Step: 4850   Required: 7 hours
Training: 2021-10-28 23:18:16,487-Speed 188.99 samples/sec   Loss 20.5186   LearningRate 0.0006250   Epoch: 0   Global Step: 4900   Required: 7 hours
Training: 2021-10-28 23:18:24,977-Speed 188.81 samples/sec   Loss 19.8102   LearningRate 0.0006250   Epoch: 0   Global Step: 4950   Required: 7 hours
Training: 2021-10-28 23:18:33,465-Speed 188.83 samples/sec   Loss 20.4369   LearningRate 0.0006250   Epoch: 0   Global Step: 5000   Required: 7 hours
Training: 2021-10-28 23:18:41,951-Speed 188.88 samples/sec   Loss 20.8907   LearningRate 0.0006250   Epoch: 0   Global Step: 5050   Required: 7 hours
Training: 2021-10-28 23:18:50,426-Speed 189.13 samples/sec   Loss 20.0736   LearningRate 0.0006250   Epoch: 0   Global Step: 5100   Required: 7 hours
Training: 2021-10-28 23:18:58,907-Speed 189.00 samples/sec   Loss 20.3230   LearningRate 0.0006250   Epoch: 0   Global Step: 5150   Required: 7 hours
Training: 2021-10-28 23:19:07,385-Speed 189.04 samples/sec   Loss 19.4280   LearningRate 0.0006250   Epoch: 0   Global Step: 5200   Required: 7 hours
Training: 2021-10-28 23:19:15,861-Speed 189.12 samples/sec   Loss 19.8363   LearningRate 0.0006250   Epoch: 0   Global Step: 5250   Required: 7 hours
Training: 2021-10-28 23:19:24,337-Speed 189.11 samples/sec   Loss 19.8356   LearningRate 0.0006250   Epoch: 0   Global Step: 5300   Required: 7 hours
Training: 2021-10-28 23:19:32,807-Speed 189.22 samples/sec   Loss 19.1516   LearningRate 0.0006250   Epoch: 0   Global Step: 5350   Required: 7 hours
Training: 2021-10-28 23:19:41,274-Speed 189.29 samples/sec   Loss 19.7447   LearningRate 0.0006250   Epoch: 0   Global Step: 5400   Required: 7 hours
Training: 2021-10-28 23:19:49,755-Speed 189.01 samples/sec   Loss 19.5328   LearningRate 0.0006250   Epoch: 0   Global Step: 5450   Required: 7 hours
Training: 2021-10-28 23:19:58,217-Speed 189.43 samples/sec   Loss 19.4748   LearningRate 0.0006250   Epoch: 0   Global Step: 5500   Required: 7 hours
Training: 2021-10-28 23:20:06,684-Speed 189.31 samples/sec   Loss 19.2585   LearningRate 0.0006250   Epoch: 0   Global Step: 5550   Required: 7 hours
Training: 2021-10-28 23:20:15,159-Speed 189.12 samples/sec   Loss 19.1707   LearningRate 0.0006250   Epoch: 0   Global Step: 5600   Required: 7 hours
Training: 2021-10-28 23:20:23,638-Speed 189.04 samples/sec   Loss 19.4661   LearningRate 0.0006250   Epoch: 0   Global Step: 5650   Required: 7 hours
Training: 2021-10-28 23:20:32,114-Speed 189.10 samples/sec   Loss 19.0352   LearningRate 0.0006250   Epoch: 0   Global Step: 5700   Required: 6 hours
Training: 2021-10-28 23:20:40,588-Speed 189.16 samples/sec   Loss 19.2964   LearningRate 0.0006250   Epoch: 0   Global Step: 5750   Required: 6 hours
Training: 2021-10-28 23:20:49,066-Speed 189.07 samples/sec   Loss 18.9981   LearningRate 0.0006250   Epoch: 0   Global Step: 5800   Required: 6 hours
Training: 2021-10-28 23:20:57,545-Speed 189.02 samples/sec   Loss 19.7008   LearningRate 0.0006250   Epoch: 0   Global Step: 5850   Required: 6 hours
Training: 2021-10-28 23:21:06,022-Speed 189.08 samples/sec   Loss 18.7030   LearningRate 0.0006250   Epoch: 0   Global Step: 5900   Required: 6 hours
Training: 2021-10-28 23:21:14,510-Speed 188.86 samples/sec   Loss 19.1664   LearningRate 0.0006250   Epoch: 0   Global Step: 5950   Required: 6 hours
Training: 2021-10-28 23:21:22,989-Speed 189.04 samples/sec   Loss 18.7809   LearningRate 0.0006250   Epoch: 0   Global Step: 6000   Required: 6 hours
Training: 2021-10-28 23:22:09,766-[agedb_30][6000]XNorm: 27.699465
Training: 2021-10-28 23:22:09,767-[agedb_30][6000]Accuracy-Flip: 0.73883+-0.01133
Training: 2021-10-28 23:22:09,767-[agedb_30][6000]Accuracy-Highest: 0.73933
Training: 2021-10-28 23:24:04,416-[dev_00][6000]XNorm: 34.540534
Training: 2021-10-28 23:24:04,416-[dev_00][6000]Accuracy-Flip: 0.52413+-0.04824
Training: 2021-10-28 23:24:04,417-[dev_00][6000]Accuracy-Highest: 0.52540
Training: 2021-10-28 23:24:55,503-[dev_04][6000]XNorm: 34.675112
Training: 2021-10-28 23:24:55,503-[dev_04][6000]Accuracy-Flip: 0.48976+-0.00608
Training: 2021-10-28 23:24:55,503-[dev_04][6000]Accuracy-Highest: 0.49527
Training: 2021-10-28 23:25:04,021-Speed 7.24 samples/sec   Loss 18.9055   LearningRate 0.0006250   Epoch: 0   Global Step: 6050   Required: 7 hours
Training: 2021-10-28 23:25:12,468-Speed 189.77 samples/sec   Loss 18.5807   LearningRate 0.0006250   Epoch: 0   Global Step: 6100   Required: 7 hours
Training: 2021-10-28 23:25:20,922-Speed 189.60 samples/sec   Loss 18.7650   LearningRate 0.0006250   Epoch: 0   Global Step: 6150   Required: 7 hours
Training: 2021-10-28 23:25:29,402-Speed 189.01 samples/sec   Loss 18.5417   LearningRate 0.0006250   Epoch: 0   Global Step: 6200   Required: 7 hours
Training: 2021-10-28 23:25:37,905-Speed 188.51 samples/sec   Loss 18.6157   LearningRate 0.0006250   Epoch: 0   Global Step: 6250   Required: 7 hours
Training: 2021-10-28 23:25:46,413-Speed 188.41 samples/sec   Loss 18.3424   LearningRate 0.0006250   Epoch: 0   Global Step: 6300   Required: 7 hours
Training: 2021-10-28 23:25:54,926-Speed 188.29 samples/sec   Loss 18.3424   LearningRate 0.0006250   Epoch: 0   Global Step: 6350   Required: 7 hours
Training: 2021-10-28 23:26:03,431-Speed 188.45 samples/sec   Loss 18.7262   LearningRate 0.0006250   Epoch: 0   Global Step: 6400   Required: 7 hours
Training: 2021-10-28 23:26:11,916-Speed 188.91 samples/sec   Loss 18.6844   LearningRate 0.0006250   Epoch: 0   Global Step: 6450   Required: 7 hours
Training: 2021-10-28 23:26:20,378-Speed 189.43 samples/sec   Loss 18.1294   LearningRate 0.0006250   Epoch: 0   Global Step: 6500   Required: 7 hours
Training: 2021-10-28 23:26:28,831-Speed 189.63 samples/sec   Loss 17.9838   LearningRate 0.0006250   Epoch: 0   Global Step: 6550   Required: 7 hours
Training: 2021-10-28 23:26:37,280-Speed 189.70 samples/sec   Loss 17.7054   LearningRate 0.0006250   Epoch: 0   Global Step: 6600   Required: 7 hours
Training: 2021-10-28 23:26:45,753-Speed 189.18 samples/sec   Loss 18.0893   LearningRate 0.0006250   Epoch: 0   Global Step: 6650   Required: 7 hours
Training: 2021-10-28 23:26:54,248-Speed 188.68 samples/sec   Loss 17.4521   LearningRate 0.0006250   Epoch: 0   Global Step: 6700   Required: 7 hours
Training: 2021-10-28 23:27:02,744-Speed 188.66 samples/sec   Loss 17.7602   LearningRate 0.0006250   Epoch: 0   Global Step: 6750   Required: 7 hours
Training: 2021-10-28 23:27:11,247-Speed 188.51 samples/sec   Loss 17.7919   LearningRate 0.0006250   Epoch: 0   Global Step: 6800   Required: 7 hours
Training: 2021-10-28 23:27:19,737-Speed 188.80 samples/sec   Loss 17.8223   LearningRate 0.0006250   Epoch: 0   Global Step: 6850   Required: 7 hours
Training: 2021-10-28 23:27:28,231-Speed 188.70 samples/sec   Loss 17.4922   LearningRate 0.0006250   Epoch: 0   Global Step: 6900   Required: 7 hours
Training: 2021-10-28 23:27:36,711-Speed 189.03 samples/sec   Loss 17.8994   LearningRate 0.0006250   Epoch: 0   Global Step: 6950   Required: 7 hours
Training: 2021-10-28 23:27:45,185-Speed 189.16 samples/sec   Loss 17.5884   LearningRate 0.0006250   Epoch: 0   Global Step: 7000   Required: 7 hours
Training: 2021-10-28 23:27:53,646-Speed 189.44 samples/sec   Loss 17.7623   LearningRate 0.0006250   Epoch: 0   Global Step: 7050   Required: 7 hours
Training: 2021-10-28 23:28:02,112-Speed 189.33 samples/sec   Loss 17.2150   LearningRate 0.0006250   Epoch: 0   Global Step: 7100   Required: 7 hours
Training: 2021-10-28 23:28:10,583-Speed 189.20 samples/sec   Loss 17.2238   LearningRate 0.0006250   Epoch: 0   Global Step: 7150   Required: 7 hours
Training: 2021-10-28 23:28:19,054-Speed 189.21 samples/sec   Loss 16.6638   LearningRate 0.0006250   Epoch: 0   Global Step: 7200   Required: 7 hours
Training: 2021-10-28 23:28:27,524-Speed 189.22 samples/sec   Loss 17.2606   LearningRate 0.0006250   Epoch: 0   Global Step: 7250   Required: 7 hours
Training: 2021-10-28 23:28:36,008-Speed 188.95 samples/sec   Loss 17.8914   LearningRate 0.0006250   Epoch: 0   Global Step: 7300   Required: 7 hours
Training: 2021-10-28 23:28:44,489-Speed 188.99 samples/sec   Loss 16.9292   LearningRate 0.0006250   Epoch: 0   Global Step: 7350   Required: 7 hours
Training: 2021-10-28 23:28:52,974-Speed 188.91 samples/sec   Loss 16.3752   LearningRate 0.0006250   Epoch: 0   Global Step: 7400   Required: 7 hours
Training: 2021-10-28 23:29:01,463-Speed 188.82 samples/sec   Loss 16.5363   LearningRate 0.0006250   Epoch: 0   Global Step: 7450   Required: 7 hours
