Training: 2021-11-05 11:54:30,296-rank_id: 0
Training: 2021-11-05 12:04:17,381-Speed 243.82 samples/sec   Loss 14.4874   LearningRate 0.0250000   Epoch: 0   Global Step: 800   Required: 2 hours
Training: 2021-11-05 12:04:43,649-Speed 243.68 samples/sec   Loss 14.4667   LearningRate 0.0250000   Epoch: 0   Global Step: 850   Required: 2 hours
Training: 2021-11-05 12:05:09,862-Speed 244.18 samples/sec   Loss 14.0870   LearningRate 0.0250000   Epoch: 0   Global Step: 900   Required: 2 hours
Training: 2021-11-05 12:05:36,138-Speed 243.60 samples/sec   Loss 14.0455   LearningRate 0.0250000   Epoch: 0   Global Step: 950   Required: 2 hours
Training: 2021-11-05 12:06:02,425-Speed 243.50 samples/sec   Loss 13.7864   LearningRate 0.0250000   Epoch: 0   Global Step: 1000   Required: 2 hours
Training: 2021-11-05 12:06:28,704-Speed 243.58 samples/sec   Loss 13.6433   LearningRate 0.0250000   Epoch: 0   Global Step: 1050   Required: 2 hours
Training: 2021-11-05 12:06:55,007-Speed 243.35 samples/sec   Loss 13.5923   LearningRate 0.0250000   Epoch: 0   Global Step: 1100   Required: 2 hours
Training: 2021-11-05 12:07:21,280-Speed 243.63 samples/sec   Loss 13.2843   LearningRate 0.0250000   Epoch: 0   Global Step: 1150   Required: 2 hours
Training: 2021-11-05 12:07:47,574-Speed 243.43 samples/sec   Loss 13.4062   LearningRate 0.0250000   Epoch: 0   Global Step: 1200   Required: 2 hours
Training: 2021-11-05 12:08:13,836-Speed 243.71 samples/sec   Loss 13.0662   LearningRate 0.0250000   Epoch: 0   Global Step: 1250   Required: 2 hours
Training: 2021-11-05 12:08:40,089-Speed 243.81 samples/sec   Loss 13.0286   LearningRate 0.0250000   Epoch: 0   Global Step: 1300   Required: 2 hours
Training: 2021-11-05 12:09:06,325-Speed 243.97 samples/sec   Loss 13.0427   LearningRate 0.0250000   Epoch: 0   Global Step: 1350   Required: 2 hours
Training: 2021-11-05 12:09:32,580-Speed 243.80 samples/sec   Loss 13.0980   LearningRate 0.0250000   Epoch: 0   Global Step: 1400   Required: 2 hours
Training: 2021-11-05 12:09:58,798-Speed 244.13 samples/sec   Loss 12.9623   LearningRate 0.0250000   Epoch: 0   Global Step: 1450   Required: 2 hours
Training: 2021-11-05 12:10:25,086-Speed 243.48 samples/sec   Loss 12.6622   LearningRate 0.0250000   Epoch: 0   Global Step: 1500   Required: 2 hours
Training: 2021-11-05 12:10:51,161-Pytorch Model Saved in '/output/webface_r50_512_4/backbone.pth'
Training: 2021-11-05 12:10:52,715-Pytorch Model Saved in '/output/webface_r50_512_4/backbone_000.pth'
Training: 2021-11-05 12:10:54,059-Speed 220.91 samples/sec   Loss 12.7488   LearningRate 0.0250000   Epoch: 1   Global Step: 1550   Required: 2 hours
Training: 2021-11-05 12:11:20,312-Speed 243.81 samples/sec   Loss 9.5384   LearningRate 0.0250000   Epoch: 1   Global Step: 1600   Required: 2 hours
Training: 2021-11-05 12:11:46,614-Speed 243.36 samples/sec   Loss 9.8314   LearningRate 0.0250000   Epoch: 1   Global Step: 1650   Required: 2 hours
Training: 2021-11-05 12:12:12,949-Speed 243.06 samples/sec   Loss 10.0655   LearningRate 0.0250000   Epoch: 1   Global Step: 1700   Required: 2 hours
Training: 2021-11-05 12:12:39,320-Speed 242.73 samples/sec   Loss 10.3394   LearningRate 0.0250000   Epoch: 1   Global Step: 1750   Required: 2 hours
Training: 2021-11-05 12:13:05,659-Speed 243.01 samples/sec   Loss 10.4818   LearningRate 0.0250000   Epoch: 1   Global Step: 1800   Required: 2 hours
Training: 2021-11-05 12:13:31,987-Speed 243.11 samples/sec   Loss 10.5921   LearningRate 0.0250000   Epoch: 1   Global Step: 1850   Required: 2 hours
Training: 2021-11-05 12:13:58,282-Speed 243.43 samples/sec   Loss 10.5108   LearningRate 0.0250000   Epoch: 1   Global Step: 1900   Required: 2 hours
Training: 2021-11-05 12:14:24,579-Speed 243.40 samples/sec   Loss 10.9216   LearningRate 0.0250000   Epoch: 1   Global Step: 1950   Required: 2 hours
Training: 2021-11-05 12:14:50,860-Speed 243.56 samples/sec   Loss 10.7491   LearningRate 0.0250000   Epoch: 1   Global Step: 2000   Required: 2 hours
Training: 2021-11-05 12:16:13,664-[agedb_30][2000]XNorm: 15.467693
Training: 2021-11-05 12:16:13,665-[agedb_30][2000]Accuracy-Flip: 0.75683+-0.02462
Training: 2021-11-05 12:16:13,665-[agedb_30][2000]Accuracy-Highest: 0.75683
Training: 2021-11-05 12:19:37,387-[dev_00][2000]XNorm: 17.167477
Training: 2021-11-05 12:19:37,387-[dev_00][2000]Accuracy-Flip: 0.52840+-0.04430
Training: 2021-11-05 12:19:37,387-[dev_00][2000]Accuracy-Highest: 0.52840
Training: 2021-11-05 12:21:07,246-[dev_04][2000]XNorm: 17.182215
Training: 2021-11-05 12:21:07,246-[dev_04][2000]Accuracy-Flip: 0.49618+-0.01738
Training: 2021-11-05 12:21:07,246-[dev_04][2000]Accuracy-Highest: 0.49618
Training: 2021-11-05 12:21:32,511-Speed 15.93 samples/sec   Loss 11.1351   LearningRate 0.0250000   Epoch: 1   Global Step: 2050   Required: 3 hours
Training: 2021-11-05 12:21:57,856-Speed 252.55 samples/sec   Loss 11.1129   LearningRate 0.0250000   Epoch: 1   Global Step: 2100   Required: 3 hours
Training: 2021-11-05 12:22:23,222-Speed 252.34 samples/sec   Loss 11.1598   LearningRate 0.0250000   Epoch: 1   Global Step: 2150   Required: 3 hours
Training: 2021-11-05 12:22:48,630-Speed 251.92 samples/sec   Loss 11.2860   LearningRate 0.0250000   Epoch: 1   Global Step: 2200   Required: 3 hours
Training: 2021-11-05 12:23:14,281-Speed 249.54 samples/sec   Loss 11.1674   LearningRate 0.0250000   Epoch: 1   Global Step: 2250   Required: 3 hours
Training: 2021-11-05 12:23:40,099-Speed 247.92 samples/sec   Loss 11.2956   LearningRate 0.0250000   Epoch: 1   Global Step: 2300   Required: 3 hours
Training: 2021-11-05 12:24:05,954-Speed 247.56 samples/sec   Loss 11.4171   LearningRate 0.0250000   Epoch: 1   Global Step: 2350   Required: 3 hours
Training: 2021-11-05 12:24:31,928-Speed 246.44 samples/sec   Loss 11.2565   LearningRate 0.0250000   Epoch: 1   Global Step: 2400   Required: 3 hours
Training: 2021-11-05 12:24:58,049-Speed 245.04 samples/sec   Loss 11.2105   LearningRate 0.0250000   Epoch: 1   Global Step: 2450   Required: 3 hours
Training: 2021-11-05 12:25:24,273-Speed 244.09 samples/sec   Loss 11.5374   LearningRate 0.0250000   Epoch: 1   Global Step: 2500   Required: 3 hours
Training: 2021-11-05 12:25:50,550-Speed 243.59 samples/sec   Loss 11.5543   LearningRate 0.0250000   Epoch: 1   Global Step: 2550   Required: 2 hours
Training: 2021-11-05 12:26:16,898-Speed 242.93 samples/sec   Loss 11.4898   LearningRate 0.0250000   Epoch: 1   Global Step: 2600   Required: 2 hours
Training: 2021-11-05 12:26:43,198-Speed 243.38 samples/sec   Loss 11.2805   LearningRate 0.0250000   Epoch: 1   Global Step: 2650   Required: 2 hours
Training: 2021-11-05 12:27:09,457-Speed 243.75 samples/sec   Loss 11.5481   LearningRate 0.0250000   Epoch: 1   Global Step: 2700   Required: 2 hours
Training: 2021-11-05 12:27:35,707-Speed 243.84 samples/sec   Loss 11.6932   LearningRate 0.0250000   Epoch: 1   Global Step: 2750   Required: 2 hours
Training: 2021-11-05 12:28:01,990-Speed 243.54 samples/sec   Loss 11.6253   LearningRate 0.0250000   Epoch: 1   Global Step: 2800   Required: 2 hours
Training: 2021-11-05 12:28:28,268-Speed 243.58 samples/sec   Loss 11.5425   LearningRate 0.0250000   Epoch: 1   Global Step: 2850   Required: 2 hours
Training: 2021-11-05 12:28:54,520-Speed 243.82 samples/sec   Loss 11.5737   LearningRate 0.0250000   Epoch: 1   Global Step: 2900   Required: 2 hours
Training: 2021-11-05 12:29:20,763-Speed 243.90 samples/sec   Loss 11.6757   LearningRate 0.0250000   Epoch: 1   Global Step: 2950   Required: 2 hours
Training: 2021-11-05 12:29:47,009-Speed 243.88 samples/sec   Loss 11.7749   LearningRate 0.0250000   Epoch: 1   Global Step: 3000   Required: 2 hours
Training: 2021-11-05 12:30:13,274-Speed 243.71 samples/sec   Loss 11.6003   LearningRate 0.0250000   Epoch: 1   Global Step: 3050   Required: 2 hours
Training: 2021-11-05 12:30:39,897-Pytorch Model Saved in '/output/webface_r50_512_4/backbone.pth'
Training: 2021-11-05 12:30:41,930-Speed 223.37 samples/sec   Loss 11.7300   LearningRate 0.0250000   Epoch: 2   Global Step: 3100   Required: 2 hours
Training: 2021-11-05 12:31:08,139-Speed 244.22 samples/sec   Loss 8.6775   LearningRate 0.0250000   Epoch: 2   Global Step: 3150   Required: 2 hours
Training: 2021-11-05 12:31:34,425-Speed 243.51 samples/sec   Loss 9.1431   LearningRate 0.0250000   Epoch: 2   Global Step: 3200   Required: 2 hours
Training: 2021-11-05 12:32:00,749-Speed 243.16 samples/sec   Loss 9.1907   LearningRate 0.0250000   Epoch: 2   Global Step: 3250   Required: 2 hours
Training: 2021-11-05 12:32:27,021-Speed 243.63 samples/sec   Loss 9.2203   LearningRate 0.0250000   Epoch: 2   Global Step: 3300   Required: 2 hours
Training: 2021-11-05 12:32:53,235-Speed 244.16 samples/sec   Loss 9.2835   LearningRate 0.0250000   Epoch: 2   Global Step: 3350   Required: 2 hours
Training: 2021-11-05 12:33:19,469-Speed 243.99 samples/sec   Loss 9.4863   LearningRate 0.0250000   Epoch: 2   Global Step: 3400   Required: 2 hours
Training: 2021-11-05 12:33:45,737-Speed 243.68 samples/sec   Loss 9.8599   LearningRate 0.0250000   Epoch: 2   Global Step: 3450   Required: 2 hours
Training: 2021-11-05 12:34:12,032-Speed 243.42 samples/sec   Loss 9.9699   LearningRate 0.0250000   Epoch: 2   Global Step: 3500   Required: 2 hours
Training: 2021-11-05 12:34:38,293-Speed 243.74 samples/sec   Loss 10.0923   LearningRate 0.0250000   Epoch: 2   Global Step: 3550   Required: 2 hours
Training: 2021-11-05 12:35:04,562-Speed 243.67 samples/sec   Loss 10.2473   LearningRate 0.0250000   Epoch: 2   Global Step: 3600   Required: 2 hours
Training: 2021-11-05 12:35:30,819-Speed 243.78 samples/sec   Loss 10.1646   LearningRate 0.0250000   Epoch: 2   Global Step: 3650   Required: 2 hours
Training: 2021-11-05 12:35:57,117-Speed 243.39 samples/sec   Loss 10.5005   LearningRate 0.0250000   Epoch: 2   Global Step: 3700   Required: 2 hours
Training: 2021-11-05 12:36:23,380-Speed 243.73 samples/sec   Loss 10.5189   LearningRate 0.0250000   Epoch: 2   Global Step: 3750   Required: 2 hours
Training: 2021-11-05 12:36:49,657-Speed 243.59 samples/sec   Loss 10.5066   LearningRate 0.0250000   Epoch: 2   Global Step: 3800   Required: 2 hours
Training: 2021-11-05 12:37:15,935-Speed 243.58 samples/sec   Loss 10.5819   LearningRate 0.0250000   Epoch: 2   Global Step: 3850   Required: 2 hours
Training: 2021-11-05 12:37:42,224-Speed 243.48 samples/sec   Loss 10.8924   LearningRate 0.0250000   Epoch: 2   Global Step: 3900   Required: 2 hours
Training: 2021-11-05 12:38:08,495-Speed 243.64 samples/sec   Loss 10.7344   LearningRate 0.0250000   Epoch: 2   Global Step: 3950   Required: 2 hours
Training: 2021-11-05 12:38:34,777-Speed 243.55 samples/sec   Loss 10.8997   LearningRate 0.0250000   Epoch: 2   Global Step: 4000   Required: 2 hours
Training: 2021-11-05 12:39:57,092-[agedb_30][4000]XNorm: 14.072573
Training: 2021-11-05 12:39:57,093-[agedb_30][4000]Accuracy-Flip: 0.73600+-0.02133
Training: 2021-11-05 12:39:57,093-[agedb_30][4000]Accuracy-Highest: 0.75683
Training: 2021-11-05 12:43:20,707-[dev_00][4000]XNorm: 16.214251
Training: 2021-11-05 12:43:20,707-[dev_00][4000]Accuracy-Flip: 0.51800+-0.03931
Training: 2021-11-05 12:43:20,707-[dev_00][4000]Accuracy-Highest: 0.52840
Training: 2021-11-05 12:44:50,554-[dev_04][4000]XNorm: 16.240596
Training: 2021-11-05 12:44:50,555-[dev_04][4000]Accuracy-Flip: 0.49389+-0.01046
Training: 2021-11-05 12:44:50,555-[dev_04][4000]Accuracy-Highest: 0.49618
Training: 2021-11-05 12:45:15,826-Speed 15.96 samples/sec   Loss 10.8184   LearningRate 0.0250000   Epoch: 2   Global Step: 4050   Required: 2 hours
Training: 2021-11-05 12:45:41,169-Speed 252.57 samples/sec   Loss 10.9813   LearningRate 0.0250000   Epoch: 2   Global Step: 4100   Required: 2 hours
Training: 2021-11-05 12:46:06,512-Speed 252.57 samples/sec   Loss 10.9012   LearningRate 0.0250000   Epoch: 2   Global Step: 4150   Required: 2 hours
Training: 2021-11-05 12:46:31,944-Speed 251.68 samples/sec   Loss 10.9631   LearningRate 0.0250000   Epoch: 2   Global Step: 4200   Required: 2 hours
Training: 2021-11-05 12:46:57,524-Speed 250.23 samples/sec   Loss 11.0576   LearningRate 0.0250000   Epoch: 2   Global Step: 4250   Required: 2 hours
Training: 2021-11-05 12:47:23,287-Speed 248.45 samples/sec   Loss 10.9918   LearningRate 0.0250000   Epoch: 2   Global Step: 4300   Required: 2 hours
Training: 2021-11-05 12:47:49,168-Speed 247.32 samples/sec   Loss 11.3095   LearningRate 0.0250000   Epoch: 2   Global Step: 4350   Required: 2 hours
Training: 2021-11-05 12:48:15,149-Speed 246.37 samples/sec   Loss 11.2223   LearningRate 0.0250000   Epoch: 2   Global Step: 4400   Required: 2 hours
Training: 2021-11-05 12:48:41,186-Speed 245.84 samples/sec   Loss 11.3341   LearningRate 0.0250000   Epoch: 2   Global Step: 4450   Required: 2 hours
Training: 2021-11-05 12:49:07,324-Speed 244.89 samples/sec   Loss 11.3440   LearningRate 0.0250000   Epoch: 2   Global Step: 4500   Required: 2 hours
Training: 2021-11-05 12:49:33,598-Speed 243.61 samples/sec   Loss 11.1996   LearningRate 0.0250000   Epoch: 2   Global Step: 4550   Required: 2 hours
Training: 2021-11-05 12:49:59,929-Speed 243.10 samples/sec   Loss 11.3617   LearningRate 0.0250000   Epoch: 2   Global Step: 4600   Required: 2 hours
Training: 2021-11-05 12:50:26,029-Pytorch Model Saved in '/output/webface_r50_512_4/backbone.pth'
Training: 2021-11-05 12:50:28,560-Speed 223.56 samples/sec   Loss 11.2445   LearningRate 0.0250000   Epoch: 3   Global Step: 4650   Required: 2 hours
Training: 2021-11-05 12:50:54,793-Speed 244.00 samples/sec   Loss 8.3931   LearningRate 0.0250000   Epoch: 3   Global Step: 4700   Required: 2 hours
Training: 2021-11-05 12:51:21,043-Speed 243.84 samples/sec   Loss 8.5012   LearningRate 0.0250000   Epoch: 3   Global Step: 4750   Required: 2 hours
Training: 2021-11-05 12:51:47,294-Speed 243.84 samples/sec   Loss 8.6060   LearningRate 0.0250000   Epoch: 3   Global Step: 4800   Required: 2 hours
Training: 2021-11-05 12:52:13,599-Speed 243.32 samples/sec   Loss 8.8833   LearningRate 0.0250000   Epoch: 3   Global Step: 4850   Required: 2 hours
Training: 2021-11-05 12:52:39,909-Speed 243.29 samples/sec   Loss 8.9981   LearningRate 0.0250000   Epoch: 3   Global Step: 4900   Required: 2 hours
Training: 2021-11-05 12:53:06,200-Speed 243.46 samples/sec   Loss 9.5186   LearningRate 0.0250000   Epoch: 3   Global Step: 4950   Required: 2 hours
Training: 2021-11-05 12:53:32,438-Speed 243.95 samples/sec   Loss 9.3450   LearningRate 0.0250000   Epoch: 3   Global Step: 5000   Required: 2 hours
Training: 2021-11-05 12:53:58,700-Speed 243.73 samples/sec   Loss 9.3618   LearningRate 0.0250000   Epoch: 3   Global Step: 5050   Required: 2 hours
Training: 2021-11-05 12:54:24,973-Speed 243.62 samples/sec   Loss 9.6179   LearningRate 0.0250000   Epoch: 3   Global Step: 5100   Required: 2 hours
Training: 2021-11-05 12:54:51,206-Speed 243.99 samples/sec   Loss 9.8717   LearningRate 0.0250000   Epoch: 3   Global Step: 5150   Required: 2 hours
Training: 2021-11-05 12:55:17,429-Speed 244.09 samples/sec   Loss 9.9810   LearningRate 0.0250000   Epoch: 3   Global Step: 5200   Required: 2 hours
Training: 2021-11-05 12:55:43,657-Speed 244.04 samples/sec   Loss 10.1035   LearningRate 0.0250000   Epoch: 3   Global Step: 5250   Required: 2 hours
Training: 2021-11-05 12:56:09,899-Speed 243.92 samples/sec   Loss 10.1047   LearningRate 0.0250000   Epoch: 3   Global Step: 5300   Required: 2 hours
Training: 2021-11-05 12:56:36,163-Speed 243.71 samples/sec   Loss 10.6582   LearningRate 0.0250000   Epoch: 3   Global Step: 5350   Required: 2 hours
Training: 2021-11-05 12:57:02,467-Speed 243.35 samples/sec   Loss 10.4642   LearningRate 0.0250000   Epoch: 3   Global Step: 5400   Required: 2 hours
Training: 2021-11-05 12:57:28,799-Speed 243.07 samples/sec   Loss 10.4402   LearningRate 0.0250000   Epoch: 3   Global Step: 5450   Required: 2 hours
Training: 2021-11-05 12:57:55,137-Speed 243.03 samples/sec   Loss 10.5653   LearningRate 0.0250000   Epoch: 3   Global Step: 5500   Required: 2 hours
Training: 2021-11-05 12:58:21,453-Speed 243.23 samples/sec   Loss 10.7470   LearningRate 0.0250000   Epoch: 3   Global Step: 5550   Required: 2 hours
Training: 2021-11-05 12:58:47,741-Speed 243.49 samples/sec   Loss 10.5352   LearningRate 0.0250000   Epoch: 3   Global Step: 5600   Required: 2 hours
Training: 2021-11-05 12:59:13,991-Speed 243.83 samples/sec   Loss 10.7824   LearningRate 0.0250000   Epoch: 3   Global Step: 5650   Required: 2 hours
Training: 2021-11-05 12:59:40,235-Speed 243.90 samples/sec   Loss 10.8814   LearningRate 0.0250000   Epoch: 3   Global Step: 5700   Required: 2 hours
Training: 2021-11-05 13:00:06,489-Speed 243.80 samples/sec   Loss 10.7872   LearningRate 0.0250000   Epoch: 3   Global Step: 5750   Required: 2 hours
Training: 2021-11-05 13:00:32,794-Speed 243.33 samples/sec   Loss 10.8915   LearningRate 0.0250000   Epoch: 3   Global Step: 5800   Required: 2 hours
Training: 2021-11-05 13:00:59,076-Speed 243.55 samples/sec   Loss 10.8715   LearningRate 0.0250000   Epoch: 3   Global Step: 5850   Required: 2 hours
Training: 2021-11-05 13:01:25,415-Speed 243.01 samples/sec   Loss 11.0387   LearningRate 0.0250000   Epoch: 3   Global Step: 5900   Required: 2 hours
Training: 2021-11-05 13:01:51,735-Speed 243.20 samples/sec   Loss 11.1991   LearningRate 0.0250000   Epoch: 3   Global Step: 5950   Required: 2 hours
Training: 2021-11-05 13:02:18,040-Speed 243.33 samples/sec   Loss 11.0493   LearningRate 0.0250000   Epoch: 3   Global Step: 6000   Required: 2 hours
Training: 2021-11-05 13:03:40,409-[agedb_30][6000]XNorm: 13.556576
Training: 2021-11-05 13:03:40,410-[agedb_30][6000]Accuracy-Flip: 0.74150+-0.02235
Training: 2021-11-05 13:03:40,410-[agedb_30][6000]Accuracy-Highest: 0.75683
Training: 2021-11-05 13:07:04,482-[dev_00][6000]XNorm: 15.823647
Training: 2021-11-05 13:07:04,482-[dev_00][6000]Accuracy-Flip: 0.52833+-0.04176
Training: 2021-11-05 13:07:04,482-[dev_00][6000]Accuracy-Highest: 0.52840
Training: 2021-11-05 13:08:34,531-[dev_04][6000]XNorm: 15.835129
Training: 2021-11-05 13:08:34,531-[dev_04][6000]Accuracy-Flip: 0.50031+-0.02157
Training: 2021-11-05 13:08:34,531-[dev_04][6000]Accuracy-Highest: 0.50031
Training: 2021-11-05 13:08:59,790-Speed 15.93 samples/sec   Loss 11.1033   LearningRate 0.0250000   Epoch: 3   Global Step: 6050   Required: 2 hours
Training: 2021-11-05 13:09:25,151-Speed 252.38 samples/sec   Loss 11.2157   LearningRate 0.0250000   Epoch: 3   Global Step: 6100   Required: 2 hours
Training: 2021-11-05 13:09:50,477-Speed 252.74 samples/sec   Loss 11.0018   LearningRate 0.0250000   Epoch: 3   Global Step: 6150   Required: 2 hours
Training: 2021-11-05 13:10:15,425-Pytorch Model Saved in '/output/webface_r50_512_4/backbone.pth'
Training: 2021-11-05 13:10:18,293-Speed 230.11 samples/sec   Loss 10.9816   LearningRate 0.0250000   Epoch: 4   Global Step: 6200   Required: 2 hours
Training: 2021-11-05 13:10:43,972-Speed 249.27 samples/sec   Loss 8.2316   LearningRate 0.0250000   Epoch: 4   Global Step: 6250   Required: 2 hours
Training: 2021-11-05 13:11:09,830-Speed 247.54 samples/sec   Loss 8.4394   LearningRate 0.0250000   Epoch: 4   Global Step: 6300   Required: 2 hours
Training: 2021-11-05 13:11:35,642-Speed 247.98 samples/sec   Loss 8.6071   LearningRate 0.0250000   Epoch: 4   Global Step: 6350   Required: 2 hours
Training: 2021-11-05 13:12:01,602-Speed 246.57 samples/sec   Loss 8.9129   LearningRate 0.0250000   Epoch: 4   Global Step: 6400   Required: 2 hours
Training: 2021-11-05 13:12:27,763-Speed 244.67 samples/sec   Loss 8.8200   LearningRate 0.0250000   Epoch: 4   Global Step: 6450   Required: 2 hours
Training: 2021-11-05 13:12:53,931-Speed 244.61 samples/sec   Loss 9.2557   LearningRate 0.0250000   Epoch: 4   Global Step: 6500   Required: 2 hours
Training: 2021-11-05 13:13:20,125-Speed 244.36 samples/sec   Loss 9.3875   LearningRate 0.0250000   Epoch: 4   Global Step: 6550   Required: 2 hours
Training: 2021-11-05 13:13:46,404-Speed 243.58 samples/sec   Loss 9.1969   LearningRate 0.0250000   Epoch: 4   Global Step: 6600   Required: 2 hours
Training: 2021-11-05 13:14:12,764-Speed 242.83 samples/sec   Loss 9.6380   LearningRate 0.0250000   Epoch: 4   Global Step: 6650   Required: 2 hours
Training: 2021-11-05 13:14:39,095-Speed 243.08 samples/sec   Loss 9.8005   LearningRate 0.0250000   Epoch: 4   Global Step: 6700   Required: 2 hours
Training: 2021-11-05 13:15:05,378-Speed 243.54 samples/sec   Loss 9.8306   LearningRate 0.0250000   Epoch: 4   Global Step: 6750   Required: 2 hours
Training: 2021-11-05 13:15:31,649-Speed 243.65 samples/sec   Loss 9.9733   LearningRate 0.0250000   Epoch: 4   Global Step: 6800   Required: 2 hours
Training: 2021-11-05 13:15:57,892-Speed 243.91 samples/sec   Loss 10.0427   LearningRate 0.0250000   Epoch: 4   Global Step: 6850   Required: 2 hours
Training: 2021-11-05 13:16:24,142-Speed 243.83 samples/sec   Loss 10.3422   LearningRate 0.0250000   Epoch: 4   Global Step: 6900   Required: 2 hours
Training: 2021-11-05 13:16:50,374-Speed 244.01 samples/sec   Loss 10.2063   LearningRate 0.0250000   Epoch: 4   Global Step: 6950   Required: 2 hours
Training: 2021-11-05 13:17:16,608-Speed 243.99 samples/sec   Loss 10.2714   LearningRate 0.0250000   Epoch: 4   Global Step: 7000   Required: 2 hours
Training: 2021-11-05 13:17:42,876-Speed 243.68 samples/sec   Loss 10.2860   LearningRate 0.0250000   Epoch: 4   Global Step: 7050   Required: 2 hours
Training: 2021-11-05 13:18:09,175-Speed 243.39 samples/sec   Loss 10.3832   LearningRate 0.0250000   Epoch: 4   Global Step: 7100   Required: 2 hours
Training: 2021-11-05 13:18:35,516-Speed 242.99 samples/sec   Loss 10.5062   LearningRate 0.0250000   Epoch: 4   Global Step: 7150   Required: 2 hours
Training: 2021-11-05 13:19:01,888-Speed 242.70 samples/sec   Loss 10.3834   LearningRate 0.0250000   Epoch: 4   Global Step: 7200   Required: 2 hours
Training: 2021-11-05 13:19:28,238-Speed 242.92 samples/sec   Loss 10.6712   LearningRate 0.0250000   Epoch: 4   Global Step: 7250   Required: 2 hours
Training: 2021-11-05 13:19:54,539-Speed 243.36 samples/sec   Loss 10.5177   LearningRate 0.0250000   Epoch: 4   Global Step: 7300   Required: 2 hours
