Training: 2021-10-28 11:43:54,390-rank_id: 0
Training: 2021-10-28 11:49:08,220-Speed 183.09 samples/sec   Loss 27.6677   LearningRate 0.0250000   Epoch: 0   Global Step: 250   Required: 11 hours
Training: 2021-10-28 11:49:41,757-Speed 190.85 samples/sec   Loss 26.3295   LearningRate 0.0250000   Epoch: 0   Global Step: 300   Required: 10 hours
Training: 2021-10-28 11:50:12,407-Speed 208.83 samples/sec   Loss 25.0108   LearningRate 0.0250000   Epoch: 0   Global Step: 350   Required: 10 hours
Training: 2021-10-28 11:50:40,583-Speed 227.17 samples/sec   Loss 23.6074   LearningRate 0.0250000   Epoch: 0   Global Step: 400   Required: 10 hours
Training: 2021-10-28 11:51:06,189-Speed 249.97 samples/sec   Loss 22.7721   LearningRate 0.0250000   Epoch: 0   Global Step: 450   Required: 10 hours
Training: 2021-10-28 11:51:31,500-Speed 252.89 samples/sec   Loss 22.2891   LearningRate 0.0250000   Epoch: 0   Global Step: 500   Required: 9 hours
Training: 2021-10-28 11:51:56,777-Speed 253.23 samples/sec   Loss 21.9820   LearningRate 0.0250000   Epoch: 0   Global Step: 550   Required: 9 hours
Training: 2021-10-28 11:52:22,099-Speed 252.77 samples/sec   Loss 21.0346   LearningRate 0.0250000   Epoch: 0   Global Step: 600   Required: 9 hours
Training: 2021-10-28 11:52:47,409-Speed 252.88 samples/sec   Loss 20.5685   LearningRate 0.0250000   Epoch: 0   Global Step: 650   Required: 9 hours
Training: 2021-10-28 11:53:12,737-Speed 252.72 samples/sec   Loss 20.3948   LearningRate 0.0250000   Epoch: 0   Global Step: 700   Required: 9 hours
Training: 2021-10-28 11:53:38,090-Speed 252.47 samples/sec   Loss 20.0964   LearningRate 0.0250000   Epoch: 0   Global Step: 750   Required: 8 hours
Training: 2021-10-28 11:54:03,426-Speed 252.64 samples/sec   Loss 19.5913   LearningRate 0.0250000   Epoch: 0   Global Step: 800   Required: 8 hours
Training: 2021-10-28 11:54:28,746-Speed 252.80 samples/sec   Loss 19.0005   LearningRate 0.0250000   Epoch: 0   Global Step: 850   Required: 8 hours
Training: 2021-10-28 11:54:54,082-Speed 252.64 samples/sec   Loss 18.8259   LearningRate 0.0250000   Epoch: 0   Global Step: 900   Required: 8 hours
Training: 2021-10-28 11:55:19,378-Speed 253.03 samples/sec   Loss 18.8390   LearningRate 0.0250000   Epoch: 0   Global Step: 950   Required: 8 hours
Training: 2021-10-28 11:55:44,681-Speed 252.97 samples/sec   Loss 18.4080   LearningRate 0.0250000   Epoch: 0   Global Step: 1000   Required: 8 hours
Training: 2021-10-28 11:56:09,976-Speed 253.05 samples/sec   Loss 18.1001   LearningRate 0.0250000   Epoch: 0   Global Step: 1050   Required: 8 hours
Training: 2021-10-28 11:56:35,252-Speed 253.24 samples/sec   Loss 18.0434   LearningRate 0.0250000   Epoch: 0   Global Step: 1100   Required: 8 hours
Training: 2021-10-28 11:57:00,561-Speed 252.90 samples/sec   Loss 17.6781   LearningRate 0.0250000   Epoch: 0   Global Step: 1150   Required: 8 hours
Training: 2021-10-28 11:57:25,845-Speed 253.16 samples/sec   Loss 17.6027   LearningRate 0.0250000   Epoch: 0   Global Step: 1200   Required: 8 hours
Training: 2021-10-28 11:57:51,138-Speed 253.07 samples/sec   Loss 17.2908   LearningRate 0.0250000   Epoch: 0   Global Step: 1250   Required: 8 hours
Training: 2021-10-28 11:58:16,475-Speed 252.63 samples/sec   Loss 17.1003   LearningRate 0.0250000   Epoch: 0   Global Step: 1300   Required: 8 hours
Training: 2021-10-28 11:58:41,804-Speed 252.71 samples/sec   Loss 16.7722   LearningRate 0.0250000   Epoch: 0   Global Step: 1350   Required: 8 hours
Training: 2021-10-28 11:59:07,120-Speed 252.83 samples/sec   Loss 16.6589   LearningRate 0.0250000   Epoch: 0   Global Step: 1400   Required: 8 hours
Training: 2021-10-28 11:59:32,469-Speed 252.51 samples/sec   Loss 16.6904   LearningRate 0.0250000   Epoch: 0   Global Step: 1450   Required: 8 hours
Training: 2021-10-28 11:59:57,788-Speed 252.81 samples/sec   Loss 16.8145   LearningRate 0.0250000   Epoch: 0   Global Step: 1500   Required: 8 hours
Training: 2021-10-28 12:00:23,098-Speed 252.90 samples/sec   Loss 16.5727   LearningRate 0.0250000   Epoch: 0   Global Step: 1550   Required: 8 hours
Training: 2021-10-28 12:00:48,429-Speed 252.69 samples/sec   Loss 16.5607   LearningRate 0.0250000   Epoch: 0   Global Step: 1600   Required: 7 hours
Training: 2021-10-28 12:01:13,771-Speed 252.58 samples/sec   Loss 16.2322   LearningRate 0.0250000   Epoch: 0   Global Step: 1650   Required: 7 hours
Training: 2021-10-28 12:01:39,091-Speed 252.80 samples/sec   Loss 16.1968   LearningRate 0.0250000   Epoch: 0   Global Step: 1700   Required: 7 hours
Training: 2021-10-28 12:02:04,425-Speed 252.65 samples/sec   Loss 16.0510   LearningRate 0.0250000   Epoch: 0   Global Step: 1750   Required: 7 hours
Training: 2021-10-28 12:02:29,751-Speed 252.74 samples/sec   Loss 15.9996   LearningRate 0.0250000   Epoch: 0   Global Step: 1800   Required: 7 hours
Training: 2021-10-28 12:02:55,080-Speed 252.71 samples/sec   Loss 16.0823   LearningRate 0.0250000   Epoch: 0   Global Step: 1850   Required: 7 hours
Training: 2021-10-28 12:03:20,440-Speed 252.40 samples/sec   Loss 15.7436   LearningRate 0.0250000   Epoch: 0   Global Step: 1900   Required: 7 hours
Training: 2021-10-28 12:03:45,781-Speed 252.58 samples/sec   Loss 15.4165   LearningRate 0.0250000   Epoch: 0   Global Step: 1950   Required: 7 hours
Training: 2021-10-28 12:04:11,131-Speed 252.50 samples/sec   Loss 15.6090   LearningRate 0.0250000   Epoch: 0   Global Step: 2000   Required: 7 hours
Training: 2021-10-28 12:05:35,300-[agedb_30][2000]XNorm: 15.733006
Training: 2021-10-28 12:05:35,300-[agedb_30][2000]Accuracy-Flip: 0.73717+-0.02190
Training: 2021-10-28 12:05:35,300-[agedb_30][2000]Accuracy-Highest: 0.73717
Training: 2021-10-28 12:09:02,728-[dev_00][2000]XNorm: 17.704056
Training: 2021-10-28 12:09:02,728-[dev_00][2000]Accuracy-Flip: 0.52800+-0.04542
Training: 2021-10-28 12:09:02,728-[dev_00][2000]Accuracy-Highest: 0.52800
Training: 2021-10-28 12:10:34,276-[dev_04][2000]XNorm: 17.702215
Training: 2021-10-28 12:10:34,276-[dev_04][2000]Accuracy-Flip: 0.49618+-0.02567
Training: 2021-10-28 12:10:34,277-[dev_04][2000]Accuracy-Highest: 0.49618
Training: 2021-10-28 12:10:59,902-Speed 15.66 samples/sec   Loss 15.6165   LearningRate 0.0250000   Epoch: 0   Global Step: 2050   Required: 10 hours
Training: 2021-10-28 12:11:25,594-Speed 249.13 samples/sec   Loss 15.4949   LearningRate 0.0250000   Epoch: 0   Global Step: 2100   Required: 10 hours
Training: 2021-10-28 12:11:51,089-Speed 251.07 samples/sec   Loss 15.2577   LearningRate 0.0250000   Epoch: 0   Global Step: 2150   Required: 10 hours
Training: 2021-10-28 12:12:16,621-Speed 250.69 samples/sec   Loss 15.5939   LearningRate 0.0250000   Epoch: 0   Global Step: 2200   Required: 9 hours
Training: 2021-10-28 12:12:42,305-Speed 249.22 samples/sec   Loss 15.5312   LearningRate 0.0250000   Epoch: 0   Global Step: 2250   Required: 9 hours
Training: 2021-10-28 12:13:07,951-Speed 249.59 samples/sec   Loss 15.1780   LearningRate 0.0250000   Epoch: 0   Global Step: 2300   Required: 9 hours
Training: 2021-10-28 12:13:33,556-Speed 249.98 samples/sec   Loss 15.2408   LearningRate 0.0250000   Epoch: 0   Global Step: 2350   Required: 9 hours
Training: 2021-10-28 12:13:59,153-Speed 250.06 samples/sec   Loss 15.0252   LearningRate 0.0250000   Epoch: 0   Global Step: 2400   Required: 9 hours
Training: 2021-10-28 12:14:24,755-Speed 250.01 samples/sec   Loss 15.0926   LearningRate 0.0250000   Epoch: 0   Global Step: 2450   Required: 9 hours
Training: 2021-10-28 12:14:41,974-Pytorch Model Saved in '/output/webface_r50_512_2/backbone.pth'
Training: 2021-10-28 12:14:43,524-Pytorch Model Saved in '/output/webface_r50_512_2/backbone_000.pth'
Training: 2021-10-28 12:14:53,086-Speed 225.92 samples/sec   Loss 14.3138   LearningRate 0.0250000   Epoch: 1   Global Step: 2500   Required: 9 hours
Training: 2021-10-28 12:15:18,559-Speed 251.28 samples/sec   Loss 12.9257   LearningRate 0.0250000   Epoch: 1   Global Step: 2550   Required: 9 hours
Training: 2021-10-28 12:15:44,046-Speed 251.15 samples/sec   Loss 13.0773   LearningRate 0.0250000   Epoch: 1   Global Step: 2600   Required: 9 hours
Training: 2021-10-28 12:16:09,497-Speed 251.50 samples/sec   Loss 13.1596   LearningRate 0.0250000   Epoch: 1   Global Step: 2650   Required: 9 hours
Training: 2021-10-28 12:16:34,922-Speed 251.75 samples/sec   Loss 13.2094   LearningRate 0.0250000   Epoch: 1   Global Step: 2700   Required: 9 hours
Training: 2021-10-28 12:17:00,385-Speed 251.38 samples/sec   Loss 13.0449   LearningRate 0.0250000   Epoch: 1   Global Step: 2750   Required: 9 hours
Training: 2021-10-28 12:17:25,837-Speed 251.48 samples/sec   Loss 13.2923   LearningRate 0.0250000   Epoch: 1   Global Step: 2800   Required: 9 hours
Training: 2021-10-28 12:17:51,241-Speed 251.96 samples/sec   Loss 13.3301   LearningRate 0.0250000   Epoch: 1   Global Step: 2850   Required: 9 hours
Training: 2021-10-28 12:18:16,665-Speed 251.77 samples/sec   Loss 13.3186   LearningRate 0.0250000   Epoch: 1   Global Step: 2900   Required: 9 hours
Training: 2021-10-28 12:18:42,110-Speed 251.54 samples/sec   Loss 13.3341   LearningRate 0.0250000   Epoch: 1   Global Step: 2950   Required: 9 hours
Training: 2021-10-28 12:19:07,526-Speed 251.84 samples/sec   Loss 13.4933   LearningRate 0.0250000   Epoch: 1   Global Step: 3000   Required: 9 hours
Training: 2021-10-28 12:19:32,954-Speed 251.73 samples/sec   Loss 13.5915   LearningRate 0.0250000   Epoch: 1   Global Step: 3050   Required: 9 hours
Training: 2021-10-28 12:19:58,352-Speed 252.02 samples/sec   Loss 13.7617   LearningRate 0.0250000   Epoch: 1   Global Step: 3100   Required: 9 hours
Training: 2021-10-28 12:20:23,808-Speed 251.45 samples/sec   Loss 13.7441   LearningRate 0.0250000   Epoch: 1   Global Step: 3150   Required: 8 hours
Training: 2021-10-28 12:20:49,253-Speed 251.56 samples/sec   Loss 13.7127   LearningRate 0.0250000   Epoch: 1   Global Step: 3200   Required: 8 hours
Training: 2021-10-28 12:21:14,701-Speed 251.53 samples/sec   Loss 13.7480   LearningRate 0.0250000   Epoch: 1   Global Step: 3250   Required: 8 hours
Training: 2021-10-28 12:21:40,129-Speed 251.72 samples/sec   Loss 13.5644   LearningRate 0.0250000   Epoch: 1   Global Step: 3300   Required: 8 hours
Training: 2021-10-28 12:22:05,545-Speed 251.84 samples/sec   Loss 13.6872   LearningRate 0.0250000   Epoch: 1   Global Step: 3350   Required: 8 hours
Training: 2021-10-28 12:22:30,992-Speed 251.54 samples/sec   Loss 13.5285   LearningRate 0.0250000   Epoch: 1   Global Step: 3400   Required: 8 hours
Training: 2021-10-28 12:22:56,447-Speed 251.46 samples/sec   Loss 13.7692   LearningRate 0.0250000   Epoch: 1   Global Step: 3450   Required: 8 hours
Training: 2021-10-28 12:23:21,888-Speed 251.59 samples/sec   Loss 13.8787   LearningRate 0.0250000   Epoch: 1   Global Step: 3500   Required: 8 hours
Training: 2021-10-28 12:23:47,329-Speed 251.59 samples/sec   Loss 13.5930   LearningRate 0.0250000   Epoch: 1   Global Step: 3550   Required: 8 hours
Training: 2021-10-28 12:24:12,751-Speed 251.78 samples/sec   Loss 14.0065   LearningRate 0.0250000   Epoch: 1   Global Step: 3600   Required: 8 hours
Training: 2021-10-28 12:24:38,194-Speed 251.57 samples/sec   Loss 13.8570   LearningRate 0.0250000   Epoch: 1   Global Step: 3650   Required: 8 hours
Training: 2021-10-28 12:25:03,639-Speed 251.55 samples/sec   Loss 14.0851   LearningRate 0.0250000   Epoch: 1   Global Step: 3700   Required: 8 hours
Training: 2021-10-28 12:25:29,028-Speed 252.11 samples/sec   Loss 13.9166   LearningRate 0.0250000   Epoch: 1   Global Step: 3750   Required: 8 hours
Training: 2021-10-28 12:25:54,466-Speed 251.62 samples/sec   Loss 13.6744   LearningRate 0.0250000   Epoch: 1   Global Step: 3800   Required: 8 hours
Training: 2021-10-28 12:26:19,963-Speed 251.04 samples/sec   Loss 13.5246   LearningRate 0.0250000   Epoch: 1   Global Step: 3850   Required: 8 hours
Training: 2021-10-28 12:26:45,455-Speed 251.10 samples/sec   Loss 13.6955   LearningRate 0.0250000   Epoch: 1   Global Step: 3900   Required: 8 hours
Training: 2021-10-28 12:27:10,920-Speed 251.36 samples/sec   Loss 13.7483   LearningRate 0.0250000   Epoch: 1   Global Step: 3950   Required: 8 hours
Training: 2021-10-28 12:27:36,320-Speed 252.01 samples/sec   Loss 13.7971   LearningRate 0.0250000   Epoch: 1   Global Step: 4000   Required: 8 hours
Training: 2021-10-28 12:29:00,016-[agedb_30][4000]XNorm: 15.482676
Training: 2021-10-28 12:29:00,017-[agedb_30][4000]Accuracy-Flip: 0.73150+-0.02566
Training: 2021-10-28 12:29:00,017-[agedb_30][4000]Accuracy-Highest: 0.73717
Training: 2021-10-28 12:32:27,471-[dev_00][4000]XNorm: 17.438033
Training: 2021-10-28 12:32:27,471-[dev_00][4000]Accuracy-Flip: 0.52627+-0.04330
Training: 2021-10-28 12:32:27,471-[dev_00][4000]Accuracy-Highest: 0.52800
Training: 2021-10-28 12:33:58,971-[dev_04][4000]XNorm: 17.465618
Training: 2021-10-28 12:33:58,971-[dev_04][4000]Accuracy-Flip: 0.50733+-0.03240
Training: 2021-10-28 12:33:58,971-[dev_04][4000]Accuracy-Highest: 0.50733
Training: 2021-10-28 12:34:24,670-Speed 15.67 samples/sec   Loss 13.7526   LearningRate 0.0250000   Epoch: 1   Global Step: 4050   Required: 9 hours
Training: 2021-10-28 12:34:50,512-Speed 247.69 samples/sec   Loss 13.6776   LearningRate 0.0250000   Epoch: 1   Global Step: 4100   Required: 9 hours
Training: 2021-10-28 12:35:16,108-Speed 250.07 samples/sec   Loss 14.0655   LearningRate 0.0250000   Epoch: 1   Global Step: 4150   Required: 9 hours
Training: 2021-10-28 12:35:41,714-Speed 249.98 samples/sec   Loss 14.0588   LearningRate 0.0250000   Epoch: 1   Global Step: 4200   Required: 9 hours
Training: 2021-10-28 12:36:07,405-Speed 249.14 samples/sec   Loss 13.7281   LearningRate 0.0250000   Epoch: 1   Global Step: 4250   Required: 9 hours
Training: 2021-10-28 12:36:33,107-Speed 249.04 samples/sec   Loss 13.7262   LearningRate 0.0250000   Epoch: 1   Global Step: 4300   Required: 9 hours
Training: 2021-10-28 12:36:58,765-Speed 249.47 samples/sec   Loss 13.8096   LearningRate 0.0250000   Epoch: 1   Global Step: 4350   Required: 9 hours
Training: 2021-10-28 12:37:24,419-Speed 249.50 samples/sec   Loss 13.6680   LearningRate 0.0250000   Epoch: 1   Global Step: 4400   Required: 9 hours
Training: 2021-10-28 12:37:50,100-Speed 249.25 samples/sec   Loss 13.7572   LearningRate 0.0250000   Epoch: 1   Global Step: 4450   Required: 9 hours
Training: 2021-10-28 12:38:15,649-Speed 250.54 samples/sec   Loss 13.5643   LearningRate 0.0250000   Epoch: 1   Global Step: 4500   Required: 9 hours
Training: 2021-10-28 12:38:41,139-Speed 251.11 samples/sec   Loss 13.6077   LearningRate 0.0250000   Epoch: 1   Global Step: 4550   Required: 9 hours
Training: 2021-10-28 12:39:06,641-Speed 250.99 samples/sec   Loss 13.7581   LearningRate 0.0250000   Epoch: 1   Global Step: 4600   Required: 9 hours
Training: 2021-10-28 12:39:32,101-Speed 251.40 samples/sec   Loss 13.6110   LearningRate 0.0250000   Epoch: 1   Global Step: 4650   Required: 9 hours
Training: 2021-10-28 12:39:57,525-Speed 251.77 samples/sec   Loss 13.6167   LearningRate 0.0250000   Epoch: 1   Global Step: 4700   Required: 9 hours
Training: 2021-10-28 12:40:22,995-Speed 251.31 samples/sec   Loss 13.6404   LearningRate 0.0250000   Epoch: 1   Global Step: 4750   Required: 9 hours
Training: 2021-10-28 12:40:48,467-Speed 251.28 samples/sec   Loss 13.9164   LearningRate 0.0250000   Epoch: 1   Global Step: 4800   Required: 9 hours
Training: 2021-10-28 12:41:13,940-Speed 251.28 samples/sec   Loss 13.6684   LearningRate 0.0250000   Epoch: 1   Global Step: 4850   Required: 9 hours
Training: 2021-10-28 12:41:39,389-Speed 251.51 samples/sec   Loss 14.0630   LearningRate 0.0250000   Epoch: 1   Global Step: 4900   Required: 8 hours
Training: 2021-10-28 12:42:04,888-Speed 251.02 samples/sec   Loss 13.5969   LearningRate 0.0250000   Epoch: 1   Global Step: 4950   Required: 8 hours
Training: 2021-10-28 12:42:14,471-Pytorch Model Saved in '/output/webface_r50_512_2/backbone.pth'
Training: 2021-10-28 12:42:32,859-Speed 228.84 samples/sec   Loss 12.1311   LearningRate 0.0250000   Epoch: 2   Global Step: 5000   Required: 8 hours
Training: 2021-10-28 12:42:58,273-Speed 251.86 samples/sec   Loss 11.6183   LearningRate 0.0250000   Epoch: 2   Global Step: 5050   Required: 8 hours
Training: 2021-10-28 12:43:23,731-Speed 251.43 samples/sec   Loss 11.8895   LearningRate 0.0250000   Epoch: 2   Global Step: 5100   Required: 8 hours
Training: 2021-10-28 12:43:49,185-Speed 251.47 samples/sec   Loss 11.7016   LearningRate 0.0250000   Epoch: 2   Global Step: 5150   Required: 8 hours
Training: 2021-10-28 12:44:14,643-Speed 251.43 samples/sec   Loss 11.8112   LearningRate 0.0250000   Epoch: 2   Global Step: 5200   Required: 8 hours
Training: 2021-10-28 12:44:40,034-Speed 252.09 samples/sec   Loss 12.1784   LearningRate 0.0250000   Epoch: 2   Global Step: 5250   Required: 8 hours
Training: 2021-10-28 12:45:05,461-Speed 251.73 samples/sec   Loss 12.2648   LearningRate 0.0250000   Epoch: 2   Global Step: 5300   Required: 8 hours
Training: 2021-10-28 12:45:30,902-Speed 251.60 samples/sec   Loss 11.9892   LearningRate 0.0250000   Epoch: 2   Global Step: 5350   Required: 8 hours
Training: 2021-10-28 12:45:56,342-Speed 251.61 samples/sec   Loss 12.2263   LearningRate 0.0250000   Epoch: 2   Global Step: 5400   Required: 8 hours
Training: 2021-10-28 12:46:21,768-Speed 251.75 samples/sec   Loss 12.5107   LearningRate 0.0250000   Epoch: 2   Global Step: 5450   Required: 8 hours
Training: 2021-10-28 12:46:47,198-Speed 251.70 samples/sec   Loss 12.3923   LearningRate 0.0250000   Epoch: 2   Global Step: 5500   Required: 8 hours
Training: 2021-10-28 12:47:12,595-Speed 252.04 samples/sec   Loss 12.7243   LearningRate 0.0250000   Epoch: 2   Global Step: 5550   Required: 8 hours
Training: 2021-10-28 12:47:38,007-Speed 251.88 samples/sec   Loss 12.5207   LearningRate 0.0250000   Epoch: 2   Global Step: 5600   Required: 8 hours
Training: 2021-10-28 12:48:03,380-Speed 252.27 samples/sec   Loss 12.3497   LearningRate 0.0250000   Epoch: 2   Global Step: 5650   Required: 8 hours
Training: 2021-10-28 12:48:28,748-Speed 252.32 samples/sec   Loss 12.6388   LearningRate 0.0250000   Epoch: 2   Global Step: 5700   Required: 8 hours
Training: 2021-10-28 12:48:54,224-Speed 251.26 samples/sec   Loss 12.6507   LearningRate 0.0250000   Epoch: 2   Global Step: 5750   Required: 8 hours
Training: 2021-10-28 12:49:19,679-Speed 251.45 samples/sec   Loss 12.7479   LearningRate 0.0250000   Epoch: 2   Global Step: 5800   Required: 8 hours
Training: 2021-10-28 12:49:45,097-Speed 251.83 samples/sec   Loss 12.7107   LearningRate 0.0250000   Epoch: 2   Global Step: 5850   Required: 8 hours
Training: 2021-10-28 12:50:10,542-Speed 251.54 samples/sec   Loss 12.9263   LearningRate 0.0250000   Epoch: 2   Global Step: 5900   Required: 8 hours
Training: 2021-10-28 12:50:35,963-Speed 251.80 samples/sec   Loss 12.8163   LearningRate 0.0250000   Epoch: 2   Global Step: 5950   Required: 8 hours
Training: 2021-10-28 12:51:01,364-Speed 252.00 samples/sec   Loss 13.1006   LearningRate 0.0250000   Epoch: 2   Global Step: 6000   Required: 8 hours
Training: 2021-10-28 12:52:25,133-[agedb_30][6000]XNorm: 16.181411
Training: 2021-10-28 12:52:25,133-[agedb_30][6000]Accuracy-Flip: 0.72783+-0.02951
Training: 2021-10-28 12:52:25,133-[agedb_30][6000]Accuracy-Highest: 0.73717
Training: 2021-10-28 12:55:52,396-[dev_00][6000]XNorm: 18.083749
Training: 2021-10-28 12:55:52,396-[dev_00][6000]Accuracy-Flip: 0.52420+-0.04799
Training: 2021-10-28 12:55:52,397-[dev_00][6000]Accuracy-Highest: 0.52800
Training: 2021-10-28 12:57:23,984-[dev_04][6000]XNorm: 18.094698
Training: 2021-10-28 12:57:23,984-[dev_04][6000]Accuracy-Flip: 0.49970+-0.02350
Training: 2021-10-28 12:57:23,985-[dev_04][6000]Accuracy-Highest: 0.50733
Training: 2021-10-28 12:57:49,649-Speed 15.68 samples/sec   Loss 12.9945   LearningRate 0.0250000   Epoch: 2   Global Step: 6050   Required: 9 hours
Training: 2021-10-28 12:58:15,467-Speed 247.92 samples/sec   Loss 13.0033   LearningRate 0.0250000   Epoch: 2   Global Step: 6100   Required: 9 hours
Training: 2021-10-28 12:58:41,057-Speed 250.13 samples/sec   Loss 12.6365   LearningRate 0.0250000   Epoch: 2   Global Step: 6150   Required: 9 hours
Training: 2021-10-28 12:59:06,746-Speed 249.17 samples/sec   Loss 12.9000   LearningRate 0.0250000   Epoch: 2   Global Step: 6200   Required: 9 hours
Training: 2021-10-28 12:59:32,440-Speed 249.12 samples/sec   Loss 12.9634   LearningRate 0.0250000   Epoch: 2   Global Step: 6250   Required: 9 hours
Training: 2021-10-28 12:59:58,072-Speed 249.72 samples/sec   Loss 13.0958   LearningRate 0.0250000   Epoch: 2   Global Step: 6300   Required: 8 hours
Training: 2021-10-28 13:00:23,728-Speed 249.49 samples/sec   Loss 12.5340   LearningRate 0.0250000   Epoch: 2   Global Step: 6350   Required: 8 hours
Training: 2021-10-28 13:00:49,381-Speed 249.52 samples/sec   Loss 13.0293   LearningRate 0.0250000   Epoch: 2   Global Step: 6400   Required: 8 hours
Training: 2021-10-28 13:01:15,057-Speed 249.30 samples/sec   Loss 12.7617   LearningRate 0.0250000   Epoch: 2   Global Step: 6450   Required: 8 hours
Training: 2021-10-28 13:01:40,620-Speed 250.39 samples/sec   Loss 13.0201   LearningRate 0.0250000   Epoch: 2   Global Step: 6500   Required: 8 hours
Training: 2021-10-28 13:02:06,103-Speed 251.19 samples/sec   Loss 12.9244   LearningRate 0.0250000   Epoch: 2   Global Step: 6550   Required: 8 hours
Training: 2021-10-28 13:02:31,638-Speed 250.67 samples/sec   Loss 13.0443   LearningRate 0.0250000   Epoch: 2   Global Step: 6600   Required: 8 hours
Training: 2021-10-28 13:02:57,169-Speed 250.71 samples/sec   Loss 12.9404   LearningRate 0.0250000   Epoch: 2   Global Step: 6650   Required: 8 hours
Training: 2021-10-28 13:03:22,617-Speed 251.50 samples/sec   Loss 13.1629   LearningRate 0.0250000   Epoch: 2   Global Step: 6700   Required: 8 hours
Training: 2021-10-28 13:03:48,054-Speed 251.63 samples/sec   Loss 12.7897   LearningRate 0.0250000   Epoch: 2   Global Step: 6750   Required: 8 hours
Training: 2021-10-28 13:04:13,485-Speed 251.69 samples/sec   Loss 13.0925   LearningRate 0.0250000   Epoch: 2   Global Step: 6800   Required: 8 hours
Training: 2021-10-28 13:04:38,943-Speed 251.43 samples/sec   Loss 13.0322   LearningRate 0.0250000   Epoch: 2   Global Step: 6850   Required: 8 hours
Training: 2021-10-28 13:05:04,395-Speed 251.49 samples/sec   Loss 12.9714   LearningRate 0.0250000   Epoch: 2   Global Step: 6900   Required: 8 hours
Training: 2021-10-28 13:05:29,836-Speed 251.60 samples/sec   Loss 13.4494   LearningRate 0.0250000   Epoch: 2   Global Step: 6950   Required: 8 hours
Training: 2021-10-28 13:05:55,334-Speed 251.03 samples/sec   Loss 13.1418   LearningRate 0.0250000   Epoch: 2   Global Step: 7000   Required: 8 hours
Training: 2021-10-28 13:06:20,788-Speed 251.47 samples/sec   Loss 13.1877   LearningRate 0.0250000   Epoch: 2   Global Step: 7050   Required: 8 hours
Training: 2021-10-28 13:06:46,224-Speed 251.65 samples/sec   Loss 13.0061   LearningRate 0.0250000   Epoch: 2   Global Step: 7100   Required: 8 hours
Training: 2021-10-28 13:07:11,662-Speed 251.62 samples/sec   Loss 13.0078   LearningRate 0.0250000   Epoch: 2   Global Step: 7150   Required: 8 hours
Training: 2021-10-28 13:07:37,092-Speed 251.70 samples/sec   Loss 13.2664   LearningRate 0.0250000   Epoch: 2   Global Step: 7200   Required: 8 hours
Training: 2021-10-28 13:08:02,559-Speed 251.35 samples/sec   Loss 12.8354   LearningRate 0.0250000   Epoch: 2   Global Step: 7250   Required: 8 hours
Training: 2021-10-28 13:08:28,050-Speed 251.08 samples/sec   Loss 12.8419   LearningRate 0.0250000   Epoch: 2   Global Step: 7300   Required: 8 hours
Training: 2021-10-28 13:08:53,509-Speed 251.42 samples/sec   Loss 13.0027   LearningRate 0.0250000   Epoch: 2   Global Step: 7350   Required: 8 hours
