Training: 2021-10-27 21:45:16,834-rank_id: 0
Training: 2021-10-27 22:23:22,167-Speed 249.38 samples/sec   Loss 38.7755   LearningRate 0.2500000   Epoch: 1   Global Step: 3300   Required: 8 hours
Training: 2021-10-27 22:23:47,798-Speed 249.73 samples/sec   Loss 38.6094   LearningRate 0.2500000   Epoch: 1   Global Step: 3350   Required: 8 hours
Training: 2021-10-27 22:24:13,392-Speed 250.10 samples/sec   Loss 38.3296   LearningRate 0.2500000   Epoch: 1   Global Step: 3400   Required: 8 hours
Training: 2021-10-27 22:24:39,008-Speed 249.88 samples/sec   Loss 38.2328   LearningRate 0.2500000   Epoch: 1   Global Step: 3450   Required: 8 hours
Training: 2021-10-27 22:25:04,595-Speed 250.15 samples/sec   Loss 38.2895   LearningRate 0.2500000   Epoch: 1   Global Step: 3500   Required: 8 hours
Training: 2021-10-27 22:25:30,186-Speed 250.12 samples/sec   Loss 37.8827   LearningRate 0.2500000   Epoch: 1   Global Step: 3550   Required: 8 hours
Training: 2021-10-27 22:25:55,753-Speed 250.36 samples/sec   Loss 37.8028   LearningRate 0.2500000   Epoch: 1   Global Step: 3600   Required: 8 hours
Training: 2021-10-27 22:26:21,333-Speed 250.23 samples/sec   Loss 37.6645   LearningRate 0.2500000   Epoch: 1   Global Step: 3650   Required: 8 hours
Training: 2021-10-27 22:26:46,891-Speed 250.44 samples/sec   Loss 37.6125   LearningRate 0.2500000   Epoch: 1   Global Step: 3700   Required: 8 hours
Training: 2021-10-27 22:27:12,472-Speed 250.23 samples/sec   Loss 37.1019   LearningRate 0.2500000   Epoch: 1   Global Step: 3750   Required: 8 hours
Training: 2021-10-27 22:27:38,038-Speed 250.36 samples/sec   Loss 37.0368   LearningRate 0.2500000   Epoch: 1   Global Step: 3800   Required: 8 hours
Training: 2021-10-27 22:28:03,603-Speed 250.38 samples/sec   Loss 36.9539   LearningRate 0.2500000   Epoch: 1   Global Step: 3850   Required: 8 hours
Training: 2021-10-27 22:28:29,257-Speed 249.50 samples/sec   Loss 36.4767   LearningRate 0.2500000   Epoch: 1   Global Step: 3900   Required: 8 hours
Training: 2021-10-27 22:28:54,908-Speed 249.54 samples/sec   Loss 36.4173   LearningRate 0.2500000   Epoch: 1   Global Step: 3950   Required: 8 hours
Training: 2021-10-27 22:29:20,511-Speed 250.00 samples/sec   Loss 36.3621   LearningRate 0.2500000   Epoch: 1   Global Step: 4000   Required: 8 hours
Training: 2021-10-27 22:30:45,541-[agedb_30][4000]XNorm: 23.763817
Training: 2021-10-27 22:30:45,541-[agedb_30][4000]Accuracy-Flip: 0.54033+-0.01773
Training: 2021-10-27 22:30:45,542-[agedb_30][4000]Accuracy-Highest: 0.54033
Training: 2021-10-27 22:34:15,816-[dev_00][4000]XNorm: 26.177638
Training: 2021-10-27 22:34:15,817-[dev_00][4000]Accuracy-Flip: 0.52640+-0.03387
Training: 2021-10-27 22:34:15,817-[dev_00][4000]Accuracy-Highest: 0.52640
Training: 2021-10-27 22:35:48,636-[dev_04][4000]XNorm: 26.156938
Training: 2021-10-27 22:35:48,637-[dev_04][4000]Accuracy-Flip: 0.50901+-0.02369
Training: 2021-10-27 22:35:48,637-[dev_04][4000]Accuracy-Highest: 0.50901
Training: 2021-10-27 22:36:14,500-Speed 15.46 samples/sec   Loss 36.0139   LearningRate 0.2500000   Epoch: 1   Global Step: 4050   Required: 9 hours
Training: 2021-10-27 22:36:40,450-Speed 246.66 samples/sec   Loss 35.9883   LearningRate 0.2500000   Epoch: 1   Global Step: 4100   Required: 9 hours
Training: 2021-10-27 22:37:06,253-Speed 248.07 samples/sec   Loss 35.8625   LearningRate 0.2500000   Epoch: 1   Global Step: 4150   Required: 9 hours
Training: 2021-10-27 22:37:32,071-Speed 247.92 samples/sec   Loss 35.9297   LearningRate 0.2500000   Epoch: 1   Global Step: 4200   Required: 9 hours
Training: 2021-10-27 22:37:57,968-Speed 247.15 samples/sec   Loss 35.5585   LearningRate 0.2500000   Epoch: 1   Global Step: 4250   Required: 9 hours
Training: 2021-10-27 22:38:23,805-Speed 247.73 samples/sec   Loss 35.2632   LearningRate 0.2500000   Epoch: 1   Global Step: 4300   Required: 9 hours
Training: 2021-10-27 22:38:49,603-Speed 248.11 samples/sec   Loss 35.2283   LearningRate 0.2500000   Epoch: 1   Global Step: 4350   Required: 9 hours
Training: 2021-10-27 22:39:15,420-Speed 247.93 samples/sec   Loss 34.8960   LearningRate 0.2500000   Epoch: 1   Global Step: 4400   Required: 9 hours
Training: 2021-10-27 22:39:41,262-Speed 247.69 samples/sec   Loss 34.9456   LearningRate 0.2500000   Epoch: 1   Global Step: 4450   Required: 9 hours
Training: 2021-10-27 22:40:07,038-Speed 248.33 samples/sec   Loss 34.5772   LearningRate 0.2500000   Epoch: 1   Global Step: 4500   Required: 9 hours
Training: 2021-10-27 22:40:32,749-Speed 248.96 samples/sec   Loss 34.4818   LearningRate 0.2500000   Epoch: 1   Global Step: 4550   Required: 9 hours
Training: 2021-10-27 22:40:58,426-Speed 249.28 samples/sec   Loss 34.2817   LearningRate 0.2500000   Epoch: 1   Global Step: 4600   Required: 9 hours
Training: 2021-10-27 22:41:24,088-Speed 249.43 samples/sec   Loss 34.2693   LearningRate 0.2500000   Epoch: 1   Global Step: 4650   Required: 9 hours
Training: 2021-10-27 22:41:49,730-Speed 249.62 samples/sec   Loss 33.9937   LearningRate 0.2500000   Epoch: 1   Global Step: 4700   Required: 9 hours
Training: 2021-10-27 22:42:15,392-Speed 249.43 samples/sec   Loss 33.8397   LearningRate 0.2500000   Epoch: 1   Global Step: 4750   Required: 9 hours
Training: 2021-10-27 22:42:41,060-Speed 249.37 samples/sec   Loss 33.9073   LearningRate 0.2500000   Epoch: 1   Global Step: 4800   Required: 9 hours
Training: 2021-10-27 22:43:06,703-Speed 249.62 samples/sec   Loss 33.4353   LearningRate 0.2500000   Epoch: 1   Global Step: 4850   Required: 9 hours
Training: 2021-10-27 22:43:32,333-Speed 249.74 samples/sec   Loss 33.7795   LearningRate 0.2500000   Epoch: 1   Global Step: 4900   Required: 9 hours
Training: 2021-10-27 22:43:57,976-Speed 249.60 samples/sec   Loss 33.4298   LearningRate 0.2500000   Epoch: 1   Global Step: 4950   Required: 9 hours
Training: 2021-10-27 22:44:07,585-Pytorch Model Saved in '/output/webface_r50_512/backbone.pth'
Training: 2021-10-27 22:44:26,064-Speed 227.88 samples/sec   Loss 31.8638   LearningRate 0.2500000   Epoch: 2   Global Step: 5000   Required: 9 hours
Training: 2021-10-27 22:44:51,746-Speed 249.24 samples/sec   Loss 31.5765   LearningRate 0.2500000   Epoch: 2   Global Step: 5050   Required: 8 hours
Training: 2021-10-27 22:45:17,440-Speed 249.11 samples/sec   Loss 31.7012   LearningRate 0.2500000   Epoch: 2   Global Step: 5100   Required: 8 hours
Training: 2021-10-27 22:45:43,119-Speed 249.27 samples/sec   Loss 31.6936   LearningRate 0.2500000   Epoch: 2   Global Step: 5150   Required: 8 hours
Training: 2021-10-27 22:46:08,755-Speed 249.67 samples/sec   Loss 31.5635   LearningRate 0.2500000   Epoch: 2   Global Step: 5200   Required: 8 hours
Training: 2021-10-27 22:46:34,372-Speed 249.88 samples/sec   Loss 31.7770   LearningRate 0.2500000   Epoch: 2   Global Step: 5250   Required: 8 hours
Training: 2021-10-27 22:47:00,002-Speed 249.74 samples/sec   Loss 32.0262   LearningRate 0.2500000   Epoch: 2   Global Step: 5300   Required: 8 hours
Training: 2021-10-27 22:47:25,629-Speed 249.77 samples/sec   Loss 31.4820   LearningRate 0.2500000   Epoch: 2   Global Step: 5350   Required: 8 hours
Training: 2021-10-27 22:47:51,237-Speed 249.96 samples/sec   Loss 31.6412   LearningRate 0.2500000   Epoch: 2   Global Step: 5400   Required: 8 hours
Training: 2021-10-27 22:48:16,839-Speed 250.01 samples/sec   Loss 31.6866   LearningRate 0.2500000   Epoch: 2   Global Step: 5450   Required: 8 hours
Training: 2021-10-27 22:48:42,435-Speed 250.07 samples/sec   Loss 31.6068   LearningRate 0.2500000   Epoch: 2   Global Step: 5500   Required: 8 hours
Training: 2021-10-27 22:49:08,020-Speed 250.18 samples/sec   Loss 31.9548   LearningRate 0.2500000   Epoch: 2   Global Step: 5550   Required: 8 hours
Training: 2021-10-27 22:49:33,614-Speed 250.10 samples/sec   Loss 31.8457   LearningRate 0.2500000   Epoch: 2   Global Step: 5600   Required: 8 hours
Training: 2021-10-27 22:49:59,207-Speed 250.10 samples/sec   Loss 31.6293   LearningRate 0.2500000   Epoch: 2   Global Step: 5650   Required: 8 hours
Training: 2021-10-27 22:50:24,791-Speed 250.19 samples/sec   Loss 31.5261   LearningRate 0.2500000   Epoch: 2   Global Step: 5700   Required: 8 hours
Training: 2021-10-27 22:50:50,376-Speed 250.17 samples/sec   Loss 31.3592   LearningRate 0.2500000   Epoch: 2   Global Step: 5750   Required: 8 hours
Training: 2021-10-27 22:51:15,906-Speed 250.71 samples/sec   Loss 31.4186   LearningRate 0.2500000   Epoch: 2   Global Step: 5800   Required: 8 hours
Training: 2021-10-27 22:51:41,503-Speed 250.07 samples/sec   Loss 31.4875   LearningRate 0.2500000   Epoch: 2   Global Step: 5850   Required: 8 hours
Training: 2021-10-27 22:52:07,097-Speed 250.08 samples/sec   Loss 31.5529   LearningRate 0.2500000   Epoch: 2   Global Step: 5900   Required: 8 hours
Training: 2021-10-27 22:52:32,671-Speed 250.29 samples/sec   Loss 31.1859   LearningRate 0.2500000   Epoch: 2   Global Step: 5950   Required: 8 hours
Training: 2021-10-27 22:52:58,258-Speed 250.16 samples/sec   Loss 31.1139   LearningRate 0.2500000   Epoch: 2   Global Step: 6000   Required: 8 hours
Training: 2021-10-27 22:54:23,252-[agedb_30][6000]XNorm: 19.125822
Training: 2021-10-27 22:54:23,253-[agedb_30][6000]Accuracy-Flip: 0.57017+-0.01852
Training: 2021-10-27 22:54:23,253-[agedb_30][6000]Accuracy-Highest: 0.57017
Training: 2021-10-27 22:57:53,410-[dev_00][6000]XNorm: 22.969924
Training: 2021-10-27 22:57:53,411-[dev_00][6000]Accuracy-Flip: 0.52253+-0.04078
Training: 2021-10-27 22:57:53,411-[dev_00][6000]Accuracy-Highest: 0.52640
Training: 2021-10-27 22:59:26,282-[dev_04][6000]XNorm: 22.970952
Training: 2021-10-27 22:59:26,282-[dev_04][6000]Accuracy-Flip: 0.48549+-0.01790
Training: 2021-10-27 22:59:26,282-[dev_04][6000]Accuracy-Highest: 0.50901
Training: 2021-10-27 22:59:52,156-Speed 15.46 samples/sec   Loss 31.3108   LearningRate 0.2500000   Epoch: 2   Global Step: 6050   Required: 9 hours
Training: 2021-10-27 23:00:18,111-Speed 246.61 samples/sec   Loss 31.1050   LearningRate 0.2500000   Epoch: 2   Global Step: 6100   Required: 9 hours
Training: 2021-10-27 23:00:43,950-Speed 247.71 samples/sec   Loss 30.7599   LearningRate 0.2500000   Epoch: 2   Global Step: 6150   Required: 9 hours
Training: 2021-10-27 23:01:09,772-Speed 247.88 samples/sec   Loss 30.8822   LearningRate 0.2500000   Epoch: 2   Global Step: 6200   Required: 9 hours
Training: 2021-10-27 23:01:35,644-Speed 247.40 samples/sec   Loss 31.0105   LearningRate 0.2500000   Epoch: 2   Global Step: 6250   Required: 9 hours
Training: 2021-10-27 23:02:01,527-Speed 247.30 samples/sec   Loss 30.9443   LearningRate 0.2500000   Epoch: 2   Global Step: 6300   Required: 9 hours
Training: 2021-10-27 23:02:27,385-Speed 247.54 samples/sec   Loss 30.4002   LearningRate 0.2500000   Epoch: 2   Global Step: 6350   Required: 9 hours
Training: 2021-10-27 23:02:53,226-Speed 247.71 samples/sec   Loss 30.6637   LearningRate 0.2500000   Epoch: 2   Global Step: 6400   Required: 9 hours
Training: 2021-10-27 23:03:19,062-Speed 247.74 samples/sec   Loss 30.4103   LearningRate 0.2500000   Epoch: 2   Global Step: 6450   Required: 8 hours
Training: 2021-10-27 23:03:44,842-Speed 248.29 samples/sec   Loss 30.4004   LearningRate 0.2500000   Epoch: 2   Global Step: 6500   Required: 8 hours
Training: 2021-10-27 23:04:10,506-Speed 249.41 samples/sec   Loss 30.3925   LearningRate 0.2500000   Epoch: 2   Global Step: 6550   Required: 8 hours
Training: 2021-10-27 23:04:36,160-Speed 249.50 samples/sec   Loss 30.4168   LearningRate 0.2500000   Epoch: 2   Global Step: 6600   Required: 8 hours
Training: 2021-10-27 23:05:01,816-Speed 249.49 samples/sec   Loss 30.2846   LearningRate 0.2500000   Epoch: 2   Global Step: 6650   Required: 8 hours
Training: 2021-10-27 23:05:27,503-Speed 249.18 samples/sec   Loss 30.3675   LearningRate 0.2500000   Epoch: 2   Global Step: 6700   Required: 8 hours
Training: 2021-10-27 23:05:53,186-Speed 249.23 samples/sec   Loss 30.2613   LearningRate 0.2500000   Epoch: 2   Global Step: 6750   Required: 8 hours
Training: 2021-10-27 23:06:18,875-Speed 249.17 samples/sec   Loss 30.2750   LearningRate 0.2500000   Epoch: 2   Global Step: 6800   Required: 8 hours
Training: 2021-10-27 23:06:44,525-Speed 249.55 samples/sec   Loss 30.1452   LearningRate 0.2500000   Epoch: 2   Global Step: 6850   Required: 8 hours
Training: 2021-10-27 23:07:10,140-Speed 249.88 samples/sec   Loss 29.9774   LearningRate 0.2500000   Epoch: 2   Global Step: 6900   Required: 8 hours
Training: 2021-10-27 23:07:35,757-Speed 249.87 samples/sec   Loss 30.5364   LearningRate 0.2500000   Epoch: 2   Global Step: 6950   Required: 8 hours
Training: 2021-10-27 23:08:01,360-Speed 250.00 samples/sec   Loss 30.1304   LearningRate 0.2500000   Epoch: 2   Global Step: 7000   Required: 8 hours
Training: 2021-10-27 23:08:26,994-Speed 249.70 samples/sec   Loss 29.9538   LearningRate 0.2500000   Epoch: 2   Global Step: 7050   Required: 8 hours
Training: 2021-10-27 23:08:52,646-Speed 249.54 samples/sec   Loss 29.9769   LearningRate 0.2500000   Epoch: 2   Global Step: 7100   Required: 8 hours
Training: 2021-10-27 23:09:18,318-Speed 249.33 samples/sec   Loss 29.7157   LearningRate 0.2500000   Epoch: 2   Global Step: 7150   Required: 8 hours
Training: 2021-10-27 23:09:43,993-Speed 249.30 samples/sec   Loss 30.0507   LearningRate 0.2500000   Epoch: 2   Global Step: 7200   Required: 8 hours
Training: 2021-10-27 23:10:09,682-Speed 249.16 samples/sec   Loss 29.7270   LearningRate 0.2500000   Epoch: 2   Global Step: 7250   Required: 8 hours
Training: 2021-10-27 23:10:35,366-Speed 249.22 samples/sec   Loss 29.5671   LearningRate 0.2500000   Epoch: 2   Global Step: 7300   Required: 8 hours
Training: 2021-10-27 23:11:01,013-Speed 249.58 samples/sec   Loss 29.8393   LearningRate 0.2500000   Epoch: 2   Global Step: 7350   Required: 8 hours
Training: 2021-10-27 23:11:26,661-Speed 249.56 samples/sec   Loss 29.9315   LearningRate 0.2500000   Epoch: 2   Global Step: 7400   Required: 8 hours
