Training: 2021-11-09 10:15:04,798-rank_id: 0
Training: 2021-11-09 10:21:59,832-Speed 246.87 samples/sec   Loss 36.0594   LearningRate 0.0250000   Epoch: 0   Global Step: 500   Required: 6 hours
Training: 2021-11-09 10:22:25,799-Speed 246.48 samples/sec   Loss 35.1867   LearningRate 0.0250000   Epoch: 0   Global Step: 550   Required: 6 hours
Training: 2021-11-09 10:22:51,745-Speed 246.70 samples/sec   Loss 34.4087   LearningRate 0.0250000   Epoch: 0   Global Step: 600   Required: 6 hours
Training: 2021-11-09 10:23:17,742-Speed 246.21 samples/sec   Loss 33.4681   LearningRate 0.0250000   Epoch: 0   Global Step: 650   Required: 6 hours
Training: 2021-11-09 10:23:43,715-Speed 246.44 samples/sec   Loss 32.4635   LearningRate 0.0250000   Epoch: 0   Global Step: 700   Required: 6 hours
Training: 2021-11-09 10:24:09,683-Speed 246.49 samples/sec   Loss 31.9375   LearningRate 0.0250000   Epoch: 0   Global Step: 750   Required: 6 hours
Training: 2021-11-09 10:24:35,632-Speed 246.67 samples/sec   Loss 31.1024   LearningRate 0.0250000   Epoch: 0   Global Step: 800   Required: 6 hours
Training: 2021-11-09 10:25:01,568-Speed 246.79 samples/sec   Loss 30.6303   LearningRate 0.0250000   Epoch: 0   Global Step: 850   Required: 6 hours
Training: 2021-11-09 10:25:27,595-Speed 245.92 samples/sec   Loss 29.9359   LearningRate 0.0250000   Epoch: 0   Global Step: 900   Required: 6 hours
Training: 2021-11-09 10:25:53,628-Speed 245.87 samples/sec   Loss 29.3668   LearningRate 0.0250000   Epoch: 0   Global Step: 950   Required: 6 hours
Training: 2021-11-09 10:26:19,664-Speed 245.84 samples/sec   Loss 28.4951   LearningRate 0.0250000   Epoch: 0   Global Step: 1000   Required: 6 hours
Training: 2021-11-09 10:26:45,676-Speed 246.08 samples/sec   Loss 28.3853   LearningRate 0.0250000   Epoch: 0   Global Step: 1050   Required: 6 hours
Training: 2021-11-09 10:27:11,682-Speed 246.12 samples/sec   Loss 27.8190   LearningRate 0.0250000   Epoch: 0   Global Step: 1100   Required: 6 hours
Training: 2021-11-09 10:27:37,668-Speed 246.32 samples/sec   Loss 27.2744   LearningRate 0.0250000   Epoch: 0   Global Step: 1150   Required: 6 hours
Training: 2021-11-09 10:28:03,711-Speed 245.77 samples/sec   Loss 26.6789   LearningRate 0.0250000   Epoch: 0   Global Step: 1200   Required: 6 hours
Training: 2021-11-09 10:28:29,774-Speed 245.57 samples/sec   Loss 26.4687   LearningRate 0.0250000   Epoch: 0   Global Step: 1250   Required: 5 hours
Training: 2021-11-09 10:28:55,843-Speed 245.54 samples/sec   Loss 26.0683   LearningRate 0.0250000   Epoch: 0   Global Step: 1300   Required: 5 hours
Training: 2021-11-09 10:29:21,927-Speed 245.38 samples/sec   Loss 25.7914   LearningRate 0.0250000   Epoch: 0   Global Step: 1350   Required: 5 hours
Training: 2021-11-09 10:29:47,907-Speed 246.38 samples/sec   Loss 25.3684   LearningRate 0.0250000   Epoch: 0   Global Step: 1400   Required: 5 hours
Training: 2021-11-09 10:30:13,881-Speed 246.41 samples/sec   Loss 24.5333   LearningRate 0.0250000   Epoch: 0   Global Step: 1450   Required: 5 hours
Training: 2021-11-09 10:30:39,907-Speed 245.92 samples/sec   Loss 24.4561   LearningRate 0.0250000   Epoch: 0   Global Step: 1500   Required: 5 hours
Training: 2021-11-09 10:31:05,943-Speed 245.85 samples/sec   Loss 24.5753   LearningRate 0.0250000   Epoch: 0   Global Step: 1550   Required: 5 hours
Training: 2021-11-09 10:31:31,988-Speed 245.74 samples/sec   Loss 24.0459   LearningRate 0.0250000   Epoch: 0   Global Step: 1600   Required: 5 hours
Training: 2021-11-09 10:31:57,987-Speed 246.20 samples/sec   Loss 23.7500   LearningRate 0.0250000   Epoch: 0   Global Step: 1650   Required: 5 hours
Training: 2021-11-09 10:32:23,996-Speed 246.08 samples/sec   Loss 23.0391   LearningRate 0.0250000   Epoch: 0   Global Step: 1700   Required: 5 hours
Training: 2021-11-09 10:32:50,022-Speed 245.94 samples/sec   Loss 23.0199   LearningRate 0.0250000   Epoch: 0   Global Step: 1750   Required: 5 hours
Training: 2021-11-09 10:33:16,043-Speed 245.99 samples/sec   Loss 22.8158   LearningRate 0.0250000   Epoch: 0   Global Step: 1800   Required: 5 hours
Training: 2021-11-09 10:33:42,068-Speed 245.95 samples/sec   Loss 22.6985   LearningRate 0.0250000   Epoch: 0   Global Step: 1850   Required: 5 hours
Training: 2021-11-09 10:34:08,070-Speed 246.17 samples/sec   Loss 22.1935   LearningRate 0.0250000   Epoch: 0   Global Step: 1900   Required: 5 hours
Training: 2021-11-09 10:34:34,081-Speed 246.08 samples/sec   Loss 22.0489   LearningRate 0.0250000   Epoch: 0   Global Step: 1950   Required: 5 hours
Training: 2021-11-09 10:35:00,092-Speed 246.07 samples/sec   Loss 21.9660   LearningRate 0.0250000   Epoch: 0   Global Step: 2000   Required: 5 hours
Training: 2021-11-09 10:36:30,433-[agedb_30][2000]XNorm: 15.954793
Training: 2021-11-09 10:36:30,434-[agedb_30][2000]Accuracy-Flip: 0.70983+-0.02567
Training: 2021-11-09 10:36:30,434-[agedb_30][2000]Accuracy-Highest: 0.70983
Training: 2021-11-09 10:40:13,208-[dev_00][2000]XNorm: 16.953402
Training: 2021-11-09 10:40:13,208-[dev_00][2000]Accuracy-Flip: 0.51733+-0.04224
Training: 2021-11-09 10:40:13,208-[dev_00][2000]Accuracy-Highest: 0.51733
Training: 2021-11-09 10:41:51,528-[dev_04][2000]XNorm: 17.020011
Training: 2021-11-09 10:41:51,528-[dev_04][2000]Accuracy-Flip: 0.48718+-0.02451
Training: 2021-11-09 10:41:51,528-[dev_04][2000]Accuracy-Highest: 0.48718
Training: 2021-11-09 10:42:18,040-Speed 14.61 samples/sec   Loss 21.7539   LearningRate 0.0250000   Epoch: 0   Global Step: 2050   Required: 7 hours
Training: 2021-11-09 10:42:44,593-Speed 241.06 samples/sec   Loss 21.4084   LearningRate 0.0250000   Epoch: 0   Global Step: 2100   Required: 7 hours
Training: 2021-11-09 10:43:11,008-Speed 242.30 samples/sec   Loss 21.4403   LearningRate 0.0250000   Epoch: 0   Global Step: 2150   Required: 7 hours
Training: 2021-11-09 10:43:37,411-Speed 242.43 samples/sec   Loss 21.4428   LearningRate 0.0250000   Epoch: 0   Global Step: 2200   Required: 7 hours
Training: 2021-11-09 10:44:03,850-Speed 242.10 samples/sec   Loss 21.3102   LearningRate 0.0250000   Epoch: 0   Global Step: 2250   Required: 7 hours
Training: 2021-11-09 10:44:30,356-Speed 241.49 samples/sec   Loss 20.7873   LearningRate 0.0250000   Epoch: 0   Global Step: 2300   Required: 7 hours
Training: 2021-11-09 10:44:56,914-Speed 241.00 samples/sec   Loss 20.8807   LearningRate 0.0250000   Epoch: 0   Global Step: 2350   Required: 7 hours
Training: 2021-11-09 10:45:23,449-Speed 241.21 samples/sec   Loss 20.7544   LearningRate 0.0250000   Epoch: 0   Global Step: 2400   Required: 7 hours
Training: 2021-11-09 10:45:49,959-Speed 241.45 samples/sec   Loss 20.5384   LearningRate 0.0250000   Epoch: 0   Global Step: 2450   Required: 7 hours
Training: 2021-11-09 10:46:16,361-Speed 242.44 samples/sec   Loss 20.5358   LearningRate 0.0250000   Epoch: 0   Global Step: 2500   Required: 7 hours
Training: 2021-11-09 10:46:42,710-Speed 242.93 samples/sec   Loss 20.3838   LearningRate 0.0250000   Epoch: 0   Global Step: 2550   Required: 7 hours
Training: 2021-11-09 10:47:08,954-Speed 243.89 samples/sec   Loss 20.2534   LearningRate 0.0250000   Epoch: 0   Global Step: 2600   Required: 7 hours
Training: 2021-11-09 10:47:35,163-Speed 244.22 samples/sec   Loss 20.1919   LearningRate 0.0250000   Epoch: 0   Global Step: 2650   Required: 7 hours
Training: 2021-11-09 10:48:01,374-Speed 244.20 samples/sec   Loss 20.2450   LearningRate 0.0250000   Epoch: 0   Global Step: 2700   Required: 7 hours
Training: 2021-11-09 10:48:27,503-Speed 244.97 samples/sec   Loss 20.0163   LearningRate 0.0250000   Epoch: 0   Global Step: 2750   Required: 7 hours
Training: 2021-11-09 10:48:53,620-Speed 245.09 samples/sec   Loss 20.0320   LearningRate 0.0250000   Epoch: 0   Global Step: 2800   Required: 7 hours
Training: 2021-11-09 10:49:19,689-Speed 245.53 samples/sec   Loss 19.4193   LearningRate 0.0250000   Epoch: 0   Global Step: 2850   Required: 6 hours
Training: 2021-11-09 10:49:45,783-Speed 245.31 samples/sec   Loss 19.5668   LearningRate 0.0250000   Epoch: 0   Global Step: 2900   Required: 6 hours
Training: 2021-11-09 10:50:11,884-Speed 245.22 samples/sec   Loss 19.3303   LearningRate 0.0250000   Epoch: 0   Global Step: 2950   Required: 6 hours
Training: 2021-11-09 10:50:37,929-Speed 245.76 samples/sec   Loss 19.5316   LearningRate 0.0250000   Epoch: 0   Global Step: 3000   Required: 6 hours
Training: 2021-11-09 10:51:04,014-Speed 245.35 samples/sec   Loss 19.6556   LearningRate 0.0250000   Epoch: 0   Global Step: 3050   Required: 6 hours
Training: 2021-11-09 10:51:30,071-Speed 245.66 samples/sec   Loss 19.2707   LearningRate 0.0250000   Epoch: 0   Global Step: 3100   Required: 6 hours
Training: 2021-11-09 10:51:56,130-Speed 245.61 samples/sec   Loss 19.0578   LearningRate 0.0250000   Epoch: 0   Global Step: 3150   Required: 6 hours
Training: 2021-11-09 10:52:22,174-Speed 245.77 samples/sec   Loss 19.4208   LearningRate 0.0250000   Epoch: 0   Global Step: 3200   Required: 6 hours
Training: 2021-11-09 10:52:48,264-Speed 245.34 samples/sec   Loss 19.2526   LearningRate 0.0250000   Epoch: 0   Global Step: 3250   Required: 6 hours
Training: 2021-11-09 10:53:14,280-Speed 246.03 samples/sec   Loss 19.2425   LearningRate 0.0250000   Epoch: 0   Global Step: 3300   Required: 6 hours
Training: 2021-11-09 10:53:40,263-Speed 246.33 samples/sec   Loss 19.0484   LearningRate 0.0250000   Epoch: 0   Global Step: 3350   Required: 6 hours
Training: 2021-11-09 10:54:06,262-Speed 246.20 samples/sec   Loss 19.2315   LearningRate 0.0250000   Epoch: 0   Global Step: 3400   Required: 6 hours
Training: 2021-11-09 10:54:32,258-Speed 246.22 samples/sec   Loss 18.8040   LearningRate 0.0250000   Epoch: 0   Global Step: 3450   Required: 6 hours
Training: 2021-11-09 10:54:58,288-Speed 245.90 samples/sec   Loss 19.3234   LearningRate 0.0250000   Epoch: 0   Global Step: 3500   Required: 6 hours
Training: 2021-11-09 10:55:24,331-Speed 245.79 samples/sec   Loss 18.8237   LearningRate 0.0250000   Epoch: 0   Global Step: 3550   Required: 6 hours
Training: 2021-11-09 10:55:50,379-Speed 245.73 samples/sec   Loss 18.6071   LearningRate 0.0250000   Epoch: 0   Global Step: 3600   Required: 6 hours
Training: 2021-11-09 10:56:16,439-Speed 245.62 samples/sec   Loss 18.8700   LearningRate 0.0250000   Epoch: 0   Global Step: 3650   Required: 6 hours
Training: 2021-11-09 10:56:42,522-Speed 245.40 samples/sec   Loss 18.4728   LearningRate 0.0250000   Epoch: 0   Global Step: 3700   Required: 6 hours
Training: 2021-11-09 10:57:08,530-Speed 246.11 samples/sec   Loss 19.0071   LearningRate 0.0250000   Epoch: 0   Global Step: 3750   Required: 6 hours
Training: 2021-11-09 10:57:34,549-Speed 246.00 samples/sec   Loss 18.6162   LearningRate 0.0250000   Epoch: 0   Global Step: 3800   Required: 6 hours
Training: 2021-11-09 10:58:00,540-Speed 246.27 samples/sec   Loss 18.2869   LearningRate 0.0250000   Epoch: 0   Global Step: 3850   Required: 6 hours
Training: 2021-11-09 10:58:26,530-Speed 246.28 samples/sec   Loss 18.7629   LearningRate 0.0250000   Epoch: 0   Global Step: 3900   Required: 6 hours
Training: 2021-11-09 10:58:52,583-Speed 245.68 samples/sec   Loss 18.2689   LearningRate 0.0250000   Epoch: 0   Global Step: 3950   Required: 6 hours
Training: 2021-11-09 10:59:18,683-Speed 245.23 samples/sec   Loss 18.4215   LearningRate 0.0250000   Epoch: 0   Global Step: 4000   Required: 6 hours
Training: 2021-11-09 11:00:48,590-[agedb_30][4000]XNorm: 16.262936
Training: 2021-11-09 11:00:48,590-[agedb_30][4000]Accuracy-Flip: 0.72950+-0.02767
Training: 2021-11-09 11:00:48,590-[agedb_30][4000]Accuracy-Highest: 0.72950
Training: 2021-11-09 11:04:31,244-[dev_00][4000]XNorm: 17.687307
Training: 2021-11-09 11:04:31,244-[dev_00][4000]Accuracy-Flip: 0.52700+-0.04979
Training: 2021-11-09 11:04:31,244-[dev_00][4000]Accuracy-Highest: 0.52700
Training: 2021-11-09 11:06:09,557-[dev_04][4000]XNorm: 17.713424
Training: 2021-11-09 11:06:09,558-[dev_04][4000]Accuracy-Flip: 0.49114+-0.02055
Training: 2021-11-09 11:06:09,558-[dev_04][4000]Accuracy-Highest: 0.49114
Training: 2021-11-09 11:06:36,052-Speed 14.63 samples/sec   Loss 18.4232   LearningRate 0.0250000   Epoch: 0   Global Step: 4050   Required: 7 hours
Training: 2021-11-09 11:07:02,640-Speed 240.74 samples/sec   Loss 18.1685   LearningRate 0.0250000   Epoch: 0   Global Step: 4100   Required: 7 hours
Training: 2021-11-09 11:07:29,048-Speed 242.39 samples/sec   Loss 18.1547   LearningRate 0.0250000   Epoch: 0   Global Step: 4150   Required: 7 hours
Training: 2021-11-09 11:07:55,468-Speed 242.27 samples/sec   Loss 18.4010   LearningRate 0.0250000   Epoch: 0   Global Step: 4200   Required: 7 hours
Training: 2021-11-09 11:08:22,011-Speed 241.14 samples/sec   Loss 18.2946   LearningRate 0.0250000   Epoch: 0   Global Step: 4250   Required: 7 hours
Training: 2021-11-09 11:08:48,519-Speed 241.47 samples/sec   Loss 18.2808   LearningRate 0.0250000   Epoch: 0   Global Step: 4300   Required: 7 hours
Training: 2021-11-09 11:09:15,037-Speed 241.35 samples/sec   Loss 18.1181   LearningRate 0.0250000   Epoch: 0   Global Step: 4350   Required: 7 hours
Training: 2021-11-09 11:09:41,515-Speed 241.74 samples/sec   Loss 18.0135   LearningRate 0.0250000   Epoch: 0   Global Step: 4400   Required: 7 hours
Training: 2021-11-09 11:10:07,984-Speed 241.82 samples/sec   Loss 18.1280   LearningRate 0.0250000   Epoch: 0   Global Step: 4450   Required: 7 hours
Training: 2021-11-09 11:10:34,395-Speed 242.36 samples/sec   Loss 18.0423   LearningRate 0.0250000   Epoch: 0   Global Step: 4500   Required: 6 hours
Training: 2021-11-09 11:11:00,736-Speed 242.99 samples/sec   Loss 18.0313   LearningRate 0.0250000   Epoch: 0   Global Step: 4550   Required: 6 hours
Training: 2021-11-09 11:11:26,998-Speed 243.73 samples/sec   Loss 17.9689   LearningRate 0.0250000   Epoch: 0   Global Step: 4600   Required: 6 hours
Training: 2021-11-09 11:11:53,215-Speed 244.14 samples/sec   Loss 17.8166   LearningRate 0.0250000   Epoch: 0   Global Step: 4650   Required: 6 hours
Training: 2021-11-09 11:12:19,391-Speed 244.52 samples/sec   Loss 18.2085   LearningRate 0.0250000   Epoch: 0   Global Step: 4700   Required: 6 hours
Training: 2021-11-09 11:12:45,542-Speed 244.77 samples/sec   Loss 18.0524   LearningRate 0.0250000   Epoch: 0   Global Step: 4750   Required: 6 hours
Training: 2021-11-09 11:13:11,672-Speed 244.95 samples/sec   Loss 17.9766   LearningRate 0.0250000   Epoch: 0   Global Step: 4800   Required: 6 hours
Training: 2021-11-09 11:13:37,767-Speed 245.29 samples/sec   Loss 18.0721   LearningRate 0.0250000   Epoch: 0   Global Step: 4850   Required: 6 hours
Training: 2021-11-09 11:14:03,840-Speed 245.49 samples/sec   Loss 17.5484   LearningRate 0.0250000   Epoch: 0   Global Step: 4900   Required: 6 hours
Training: 2021-11-09 11:14:29,910-Speed 245.51 samples/sec   Loss 17.7707   LearningRate 0.0250000   Epoch: 0   Global Step: 4950   Required: 6 hours
Training: 2021-11-09 11:14:55,975-Speed 245.57 samples/sec   Loss 17.7824   LearningRate 0.0250000   Epoch: 0   Global Step: 5000   Required: 6 hours
Training: 2021-11-09 11:15:22,029-Speed 245.67 samples/sec   Loss 17.7840   LearningRate 0.0250000   Epoch: 0   Global Step: 5050   Required: 6 hours
Training: 2021-11-09 11:15:48,046-Speed 246.02 samples/sec   Loss 17.6068   LearningRate 0.0250000   Epoch: 0   Global Step: 5100   Required: 6 hours
Training: 2021-11-09 11:16:14,084-Speed 245.83 samples/sec   Loss 17.7521   LearningRate 0.0250000   Epoch: 0   Global Step: 5150   Required: 6 hours
Training: 2021-11-09 11:16:40,112-Speed 245.92 samples/sec   Loss 17.9777   LearningRate 0.0250000   Epoch: 0   Global Step: 5200   Required: 6 hours
Training: 2021-11-09 11:17:06,155-Speed 245.78 samples/sec   Loss 17.6784   LearningRate 0.0250000   Epoch: 0   Global Step: 5250   Required: 6 hours
Training: 2021-11-09 11:17:32,207-Speed 245.70 samples/sec   Loss 17.6442   LearningRate 0.0250000   Epoch: 0   Global Step: 5300   Required: 6 hours
Training: 2021-11-09 11:17:58,271-Speed 245.59 samples/sec   Loss 17.8350   LearningRate 0.0250000   Epoch: 0   Global Step: 5350   Required: 6 hours
Training: 2021-11-09 11:18:24,264-Speed 246.25 samples/sec   Loss 17.2907   LearningRate 0.0250000   Epoch: 0   Global Step: 5400   Required: 6 hours
Training: 2021-11-09 11:18:50,313-Speed 245.72 samples/sec   Loss 17.5530   LearningRate 0.0250000   Epoch: 0   Global Step: 5450   Required: 6 hours
Training: 2021-11-09 11:19:16,334-Speed 245.99 samples/sec   Loss 17.6432   LearningRate 0.0250000   Epoch: 0   Global Step: 5500   Required: 6 hours
Training: 2021-11-09 11:19:42,298-Speed 246.53 samples/sec   Loss 17.6404   LearningRate 0.0250000   Epoch: 0   Global Step: 5550   Required: 6 hours
Training: 2021-11-09 11:20:08,330-Speed 245.88 samples/sec   Loss 17.3957   LearningRate 0.0250000   Epoch: 0   Global Step: 5600   Required: 6 hours
Training: 2021-11-09 11:20:34,375-Speed 245.76 samples/sec   Loss 17.2936   LearningRate 0.0250000   Epoch: 0   Global Step: 5650   Required: 6 hours
Training: 2021-11-09 11:21:00,370-Speed 246.24 samples/sec   Loss 17.3678   LearningRate 0.0250000   Epoch: 0   Global Step: 5700   Required: 6 hours
Training: 2021-11-09 11:21:26,385-Speed 246.03 samples/sec   Loss 17.4290   LearningRate 0.0250000   Epoch: 0   Global Step: 5750   Required: 6 hours
Training: 2021-11-09 11:21:52,361-Speed 246.42 samples/sec   Loss 17.5819   LearningRate 0.0250000   Epoch: 0   Global Step: 5800   Required: 6 hours
Training: 2021-11-09 11:22:18,391-Speed 245.90 samples/sec   Loss 17.3633   LearningRate 0.0250000   Epoch: 0   Global Step: 5850   Required: 6 hours
Training: 2021-11-09 11:22:44,352-Speed 246.55 samples/sec   Loss 17.5104   LearningRate 0.0250000   Epoch: 0   Global Step: 5900   Required: 6 hours
Training: 2021-11-09 11:23:10,355-Speed 246.16 samples/sec   Loss 17.3623   LearningRate 0.0250000   Epoch: 0   Global Step: 5950   Required: 6 hours
Training: 2021-11-09 11:23:36,358-Speed 246.16 samples/sec   Loss 17.0624   LearningRate 0.0250000   Epoch: 0   Global Step: 6000   Required: 6 hours
Training: 2021-11-09 11:25:06,347-[agedb_30][6000]XNorm: 16.506804
Training: 2021-11-09 11:25:06,348-[agedb_30][6000]Accuracy-Flip: 0.73267+-0.01961
Training: 2021-11-09 11:25:06,348-[agedb_30][6000]Accuracy-Highest: 0.73267
Training: 2021-11-09 11:28:49,227-[dev_00][6000]XNorm: 18.018377
Training: 2021-11-09 11:28:49,227-[dev_00][6000]Accuracy-Flip: 0.51940+-0.03865
Training: 2021-11-09 11:28:49,227-[dev_00][6000]Accuracy-Highest: 0.52700
Training: 2021-11-09 11:30:27,517-[dev_04][6000]XNorm: 18.056725
Training: 2021-11-09 11:30:27,517-[dev_04][6000]Accuracy-Flip: 0.50322+-0.02428
Training: 2021-11-09 11:30:27,517-[dev_04][6000]Accuracy-Highest: 0.50322
Training: 2021-11-09 11:30:54,032-Speed 14.62 samples/sec   Loss 17.5170   LearningRate 0.0250000   Epoch: 0   Global Step: 6050   Required: 6 hours
Training: 2021-11-09 11:31:20,661-Speed 240.37 samples/sec   Loss 17.1892   LearningRate 0.0250000   Epoch: 0   Global Step: 6100   Required: 6 hours
Training: 2021-11-09 11:31:47,098-Speed 242.12 samples/sec   Loss 17.4630   LearningRate 0.0250000   Epoch: 0   Global Step: 6150   Required: 6 hours
Training: 2021-11-09 11:32:12,242-Pytorch Model Saved in '/output/webface_r50_512_5/backbone.pth'
Training: 2021-11-09 11:32:12,550-Pytorch Model Saved in '/output/webface_r50_512_5/backbone_000.pth'
Training: 2021-11-09 11:32:15,007-Speed 229.35 samples/sec   Loss 17.1461   LearningRate 0.0250000   Epoch: 1   Global Step: 6200   Required: 6 hours
Training: 2021-11-09 11:32:41,458-Speed 241.98 samples/sec   Loss 16.5634   LearningRate 0.0250000   Epoch: 1   Global Step: 6250   Required: 6 hours
Training: 2021-11-09 11:33:08,004-Speed 241.11 samples/sec   Loss 16.4756   LearningRate 0.0250000   Epoch: 1   Global Step: 6300   Required: 6 hours
Training: 2021-11-09 11:33:34,529-Speed 241.32 samples/sec   Loss 16.3360   LearningRate 0.0250000   Epoch: 1   Global Step: 6350   Required: 6 hours
Training: 2021-11-09 11:34:01,058-Speed 241.27 samples/sec   Loss 16.3878   LearningRate 0.0250000   Epoch: 1   Global Step: 6400   Required: 6 hours
Training: 2021-11-09 11:34:27,577-Speed 241.37 samples/sec   Loss 16.4966   LearningRate 0.0250000   Epoch: 1   Global Step: 6450   Required: 6 hours
Training: 2021-11-09 11:34:54,001-Speed 242.23 samples/sec   Loss 16.4028   LearningRate 0.0250000   Epoch: 1   Global Step: 6500   Required: 6 hours
Training: 2021-11-09 11:35:20,346-Speed 242.97 samples/sec   Loss 16.7425   LearningRate 0.0250000   Epoch: 1   Global Step: 6550   Required: 6 hours
Training: 2021-11-09 11:35:46,649-Speed 243.33 samples/sec   Loss 16.4595   LearningRate 0.0250000   Epoch: 1   Global Step: 6600   Required: 6 hours
Training: 2021-11-09 11:36:12,878-Speed 244.04 samples/sec   Loss 16.4090   LearningRate 0.0250000   Epoch: 1   Global Step: 6650   Required: 6 hours
Training: 2021-11-09 11:36:39,065-Speed 244.44 samples/sec   Loss 16.7340   LearningRate 0.0250000   Epoch: 1   Global Step: 6700   Required: 6 hours
Training: 2021-11-09 11:37:05,188-Speed 245.01 samples/sec   Loss 16.4841   LearningRate 0.0250000   Epoch: 1   Global Step: 6750   Required: 6 hours
Training: 2021-11-09 11:37:31,298-Speed 245.14 samples/sec   Loss 16.8010   LearningRate 0.0250000   Epoch: 1   Global Step: 6800   Required: 6 hours
Training: 2021-11-09 11:37:57,363-Speed 245.57 samples/sec   Loss 16.3861   LearningRate 0.0250000   Epoch: 1   Global Step: 6850   Required: 6 hours
Training: 2021-11-09 11:38:23,394-Speed 245.90 samples/sec   Loss 16.7971   LearningRate 0.0250000   Epoch: 1   Global Step: 6900   Required: 6 hours
Training: 2021-11-09 11:38:49,436-Speed 245.79 samples/sec   Loss 16.3147   LearningRate 0.0250000   Epoch: 1   Global Step: 6950   Required: 6 hours
Training: 2021-11-09 11:39:15,475-Speed 245.82 samples/sec   Loss 16.6058   LearningRate 0.0250000   Epoch: 1   Global Step: 7000   Required: 6 hours
Training: 2021-11-09 11:39:41,503-Speed 245.92 samples/sec   Loss 16.5371   LearningRate 0.0250000   Epoch: 1   Global Step: 7050   Required: 6 hours
Training: 2021-11-09 11:40:07,507-Speed 246.15 samples/sec   Loss 16.7907   LearningRate 0.0250000   Epoch: 1   Global Step: 7100   Required: 6 hours
Training: 2021-11-09 11:40:33,515-Speed 246.11 samples/sec   Loss 16.7285   LearningRate 0.0250000   Epoch: 1   Global Step: 7150   Required: 6 hours
Training: 2021-11-09 11:40:59,553-Speed 245.83 samples/sec   Loss 16.7873   LearningRate 0.0250000   Epoch: 1   Global Step: 7200   Required: 6 hours
Training: 2021-11-09 11:41:25,596-Speed 245.77 samples/sec   Loss 16.6048   LearningRate 0.0250000   Epoch: 1   Global Step: 7250   Required: 6 hours
Training: 2021-11-09 11:41:51,596-Speed 246.19 samples/sec   Loss 16.7438   LearningRate 0.0250000   Epoch: 1   Global Step: 7300   Required: 6 hours
Training: 2021-11-09 11:42:17,568-Speed 246.45 samples/sec   Loss 16.5385   LearningRate 0.0250000   Epoch: 1   Global Step: 7350   Required: 6 hours
Training: 2021-11-09 11:42:43,612-Speed 245.76 samples/sec   Loss 16.5169   LearningRate 0.0250000   Epoch: 1   Global Step: 7400   Required: 6 hours
