Training: 2021-10-27 21:45:33,319-rank_id: 0
Training: 2021-10-27 21:49:37,391-Speed 205.34 samples/sec   Loss 46.7861   LearningRate 0.1250000   Epoch: 0   Global Step: 400   Required: 9 hours
Training: 2021-10-27 21:49:53,102-Speed 203.84 samples/sec   Loss 45.6424   LearningRate 0.1250000   Epoch: 0   Global Step: 450   Required: 9 hours
Training: 2021-10-27 21:50:08,838-Speed 203.51 samples/sec   Loss 45.2697   LearningRate 0.1250000   Epoch: 0   Global Step: 500   Required: 9 hours
Training: 2021-10-27 21:50:24,571-Speed 203.56 samples/sec   Loss 44.7386   LearningRate 0.1250000   Epoch: 0   Global Step: 550   Required: 9 hours
Training: 2021-10-27 21:50:40,262-Speed 204.10 samples/sec   Loss 44.2765   LearningRate 0.1250000   Epoch: 0   Global Step: 600   Required: 9 hours
Training: 2021-10-27 21:50:55,918-Speed 204.56 samples/sec   Loss 43.9378   LearningRate 0.1250000   Epoch: 0   Global Step: 650   Required: 9 hours
Training: 2021-10-27 21:51:11,584-Speed 204.43 samples/sec   Loss 43.5501   LearningRate 0.1250000   Epoch: 0   Global Step: 700   Required: 9 hours
Training: 2021-10-27 21:51:27,265-Speed 204.23 samples/sec   Loss 43.2952   LearningRate 0.1250000   Epoch: 0   Global Step: 750   Required: 9 hours
Training: 2021-10-27 21:51:42,934-Speed 204.40 samples/sec   Loss 43.0301   LearningRate 0.1250000   Epoch: 0   Global Step: 800   Required: 9 hours
Training: 2021-10-27 21:51:58,617-Speed 204.21 samples/sec   Loss 43.0044   LearningRate 0.1250000   Epoch: 0   Global Step: 850   Required: 9 hours
Training: 2021-10-27 21:52:14,282-Speed 204.45 samples/sec   Loss 42.8704   LearningRate 0.1250000   Epoch: 0   Global Step: 900   Required: 9 hours
Training: 2021-10-27 21:52:29,970-Speed 204.10 samples/sec   Loss 42.8560   LearningRate 0.1250000   Epoch: 0   Global Step: 950   Required: 9 hours
Training: 2021-10-27 21:52:45,649-Speed 204.25 samples/sec   Loss 42.8075   LearningRate 0.1250000   Epoch: 0   Global Step: 1000   Required: 9 hours
Training: 2021-10-27 21:53:01,339-Speed 204.12 samples/sec   Loss 42.6668   LearningRate 0.1250000   Epoch: 0   Global Step: 1050   Required: 9 hours
Training: 2021-10-27 21:53:17,044-Speed 203.92 samples/sec   Loss 42.4495   LearningRate 0.1250000   Epoch: 0   Global Step: 1100   Required: 9 hours
Training: 2021-10-27 21:53:32,752-Speed 203.89 samples/sec   Loss 42.3019   LearningRate 0.1250000   Epoch: 0   Global Step: 1150   Required: 9 hours
Training: 2021-10-27 21:53:48,480-Speed 203.60 samples/sec   Loss 42.2420   LearningRate 0.1250000   Epoch: 0   Global Step: 1200   Required: 9 hours
Training: 2021-10-27 21:54:04,198-Speed 203.73 samples/sec   Loss 42.0986   LearningRate 0.1250000   Epoch: 0   Global Step: 1250   Required: 9 hours
Training: 2021-10-27 21:54:19,902-Speed 203.93 samples/sec   Loss 42.0469   LearningRate 0.1250000   Epoch: 0   Global Step: 1300   Required: 9 hours
Training: 2021-10-27 21:54:35,605-Speed 203.95 samples/sec   Loss 41.9701   LearningRate 0.1250000   Epoch: 0   Global Step: 1350   Required: 9 hours
Training: 2021-10-27 21:54:51,304-Speed 204.00 samples/sec   Loss 41.8691   LearningRate 0.1250000   Epoch: 0   Global Step: 1400   Required: 9 hours
Training: 2021-10-27 21:55:06,981-Speed 204.28 samples/sec   Loss 41.9519   LearningRate 0.1250000   Epoch: 0   Global Step: 1450   Required: 9 hours
Training: 2021-10-27 21:55:22,671-Speed 204.11 samples/sec   Loss 41.7309   LearningRate 0.1250000   Epoch: 0   Global Step: 1500   Required: 9 hours
Training: 2021-10-27 21:55:38,384-Speed 203.81 samples/sec   Loss 41.6463   LearningRate 0.1250000   Epoch: 0   Global Step: 1550   Required: 9 hours
Training: 2021-10-27 21:55:54,078-Speed 204.07 samples/sec   Loss 41.8142   LearningRate 0.1250000   Epoch: 0   Global Step: 1600   Required: 9 hours
Training: 2021-10-27 21:56:09,772-Speed 204.07 samples/sec   Loss 41.5869   LearningRate 0.1250000   Epoch: 0   Global Step: 1650   Required: 9 hours
Training: 2021-10-27 21:56:25,476-Speed 203.92 samples/sec   Loss 41.4707   LearningRate 0.1250000   Epoch: 0   Global Step: 1700   Required: 9 hours
Training: 2021-10-27 21:56:41,142-Speed 204.43 samples/sec   Loss 41.5170   LearningRate 0.1250000   Epoch: 0   Global Step: 1750   Required: 9 hours
Training: 2021-10-27 21:56:56,840-Speed 204.00 samples/sec   Loss 41.4876   LearningRate 0.1250000   Epoch: 0   Global Step: 1800   Required: 9 hours
Training: 2021-10-27 21:57:12,533-Speed 204.08 samples/sec   Loss 41.3408   LearningRate 0.1250000   Epoch: 0   Global Step: 1850   Required: 9 hours
Training: 2021-10-27 21:57:28,209-Speed 204.29 samples/sec   Loss 41.3666   LearningRate 0.1250000   Epoch: 0   Global Step: 1900   Required: 9 hours
Training: 2021-10-27 21:57:43,916-Speed 203.89 samples/sec   Loss 41.2221   LearningRate 0.1250000   Epoch: 0   Global Step: 1950   Required: 9 hours
Training: 2021-10-27 21:57:59,589-Speed 204.34 samples/sec   Loss 41.1709   LearningRate 0.1250000   Epoch: 0   Global Step: 2000   Required: 9 hours
Training: 2021-10-27 21:59:28,143-[agedb_30][2000]XNorm: 46.247677
Training: 2021-10-27 21:59:28,144-[agedb_30][2000]Accuracy-Flip: 0.56217+-0.01393
Training: 2021-10-27 21:59:28,144-[agedb_30][2000]Accuracy-Highest: 0.56217
Training: 2021-10-27 22:03:06,450-[dev_00][2000]XNorm: 48.050157
Training: 2021-10-27 22:03:06,450-[dev_00][2000]Accuracy-Flip: 0.50573+-0.02409
Training: 2021-10-27 22:03:06,450-[dev_00][2000]Accuracy-Highest: 0.50573
Training: 2021-10-27 22:04:42,331-[dev_04][2000]XNorm: 48.023758
Training: 2021-10-27 22:04:42,331-[dev_04][2000]Accuracy-Flip: 0.51068+-0.02196
Training: 2021-10-27 22:04:42,331-[dev_04][2000]Accuracy-Highest: 0.51068
Training: 2021-10-27 22:04:57,833-Speed 7.65 samples/sec   Loss 41.0690   LearningRate 0.1250000   Epoch: 0   Global Step: 2050   Required: 14 hours
Training: 2021-10-27 22:05:17,106-Speed 166.13 samples/sec   Loss 41.0046   LearningRate 0.1250000   Epoch: 0   Global Step: 2100   Required: 14 hours
Training: 2021-10-27 22:05:36,187-Speed 167.81 samples/sec   Loss 41.1156   LearningRate 0.1250000   Epoch: 0   Global Step: 2150   Required: 14 hours
Training: 2021-10-27 22:05:54,469-Speed 175.15 samples/sec   Loss 41.0058   LearningRate 0.1250000   Epoch: 0   Global Step: 2200   Required: 14 hours
Training: 2021-10-27 22:06:12,700-Speed 175.63 samples/sec   Loss 40.9796   LearningRate 0.1250000   Epoch: 0   Global Step: 2250   Required: 13 hours
Training: 2021-10-27 22:06:30,303-Speed 181.92 samples/sec   Loss 40.8650   LearningRate 0.1250000   Epoch: 0   Global Step: 2300   Required: 13 hours
Training: 2021-10-27 22:06:47,832-Speed 182.69 samples/sec   Loss 40.6877   LearningRate 0.1250000   Epoch: 0   Global Step: 2350   Required: 13 hours
Training: 2021-10-27 22:07:05,217-Speed 184.19 samples/sec   Loss 40.8598   LearningRate 0.1250000   Epoch: 0   Global Step: 2400   Required: 13 hours
Training: 2021-10-27 22:07:21,385-Speed 198.07 samples/sec   Loss 40.7214   LearningRate 0.1250000   Epoch: 0   Global Step: 2450   Required: 13 hours
Training: 2021-10-27 22:07:37,312-Speed 201.07 samples/sec   Loss 40.6098   LearningRate 0.1250000   Epoch: 0   Global Step: 2500   Required: 13 hours
Training: 2021-10-27 22:07:52,956-Speed 204.72 samples/sec   Loss 40.4462   LearningRate 0.1250000   Epoch: 0   Global Step: 2550   Required: 13 hours
Training: 2021-10-27 22:08:08,598-Speed 204.72 samples/sec   Loss 40.3520   LearningRate 0.1250000   Epoch: 0   Global Step: 2600   Required: 13 hours
Training: 2021-10-27 22:08:24,213-Speed 205.09 samples/sec   Loss 40.2679   LearningRate 0.1250000   Epoch: 0   Global Step: 2650   Required: 13 hours
Training: 2021-10-27 22:08:39,868-Speed 204.55 samples/sec   Loss 40.1820   LearningRate 0.1250000   Epoch: 0   Global Step: 2700   Required: 13 hours
Training: 2021-10-27 22:08:55,552-Speed 204.19 samples/sec   Loss 40.0597   LearningRate 0.1250000   Epoch: 0   Global Step: 2750   Required: 13 hours
Training: 2021-10-27 22:09:11,260-Speed 203.88 samples/sec   Loss 39.9801   LearningRate 0.1250000   Epoch: 0   Global Step: 2800   Required: 12 hours
Training: 2021-10-27 22:09:26,960-Speed 203.99 samples/sec   Loss 40.0879   LearningRate 0.1250000   Epoch: 0   Global Step: 2850   Required: 12 hours
Training: 2021-10-27 22:09:42,668-Speed 203.88 samples/sec   Loss 39.9131   LearningRate 0.1250000   Epoch: 0   Global Step: 2900   Required: 12 hours
Training: 2021-10-27 22:09:58,389-Speed 203.72 samples/sec   Loss 39.9243   LearningRate 0.1250000   Epoch: 0   Global Step: 2950   Required: 12 hours
Training: 2021-10-27 22:10:14,123-Speed 203.54 samples/sec   Loss 39.8301   LearningRate 0.1250000   Epoch: 0   Global Step: 3000   Required: 12 hours
Training: 2021-10-27 22:10:29,845-Speed 203.70 samples/sec   Loss 39.7385   LearningRate 0.1250000   Epoch: 0   Global Step: 3050   Required: 12 hours
Training: 2021-10-27 22:10:45,543-Speed 204.02 samples/sec   Loss 39.4897   LearningRate 0.1250000   Epoch: 0   Global Step: 3100   Required: 12 hours
Training: 2021-10-27 22:11:01,232-Speed 204.13 samples/sec   Loss 39.6724   LearningRate 0.1250000   Epoch: 0   Global Step: 3150   Required: 12 hours
Training: 2021-10-27 22:11:16,923-Speed 204.10 samples/sec   Loss 39.4764   LearningRate 0.1250000   Epoch: 0   Global Step: 3200   Required: 12 hours
Training: 2021-10-27 22:11:32,615-Speed 204.08 samples/sec   Loss 39.2684   LearningRate 0.1250000   Epoch: 0   Global Step: 3250   Required: 12 hours
Training: 2021-10-27 22:11:48,347-Speed 203.55 samples/sec   Loss 39.1322   LearningRate 0.1250000   Epoch: 0   Global Step: 3300   Required: 12 hours
Training: 2021-10-27 22:12:04,027-Speed 204.24 samples/sec   Loss 39.0383   LearningRate 0.1250000   Epoch: 0   Global Step: 3350   Required: 12 hours
Training: 2021-10-27 22:12:19,713-Speed 204.17 samples/sec   Loss 38.9362   LearningRate 0.1250000   Epoch: 0   Global Step: 3400   Required: 12 hours
Training: 2021-10-27 22:12:35,417-Speed 203.93 samples/sec   Loss 38.8035   LearningRate 0.1250000   Epoch: 0   Global Step: 3450   Required: 12 hours
Training: 2021-10-27 22:12:51,102-Speed 204.18 samples/sec   Loss 38.7250   LearningRate 0.1250000   Epoch: 0   Global Step: 3500   Required: 12 hours
Training: 2021-10-27 22:13:06,817-Speed 203.79 samples/sec   Loss 38.5985   LearningRate 0.1250000   Epoch: 0   Global Step: 3550   Required: 12 hours
Training: 2021-10-27 22:13:22,538-Speed 203.72 samples/sec   Loss 38.4374   LearningRate 0.1250000   Epoch: 0   Global Step: 3600   Required: 11 hours
Training: 2021-10-27 22:13:38,242-Speed 203.91 samples/sec   Loss 38.6599   LearningRate 0.1250000   Epoch: 0   Global Step: 3650   Required: 11 hours
Training: 2021-10-27 22:13:53,927-Speed 204.18 samples/sec   Loss 38.2959   LearningRate 0.1250000   Epoch: 0   Global Step: 3700   Required: 11 hours
Training: 2021-10-27 22:14:09,630-Speed 203.95 samples/sec   Loss 38.1640   LearningRate 0.1250000   Epoch: 0   Global Step: 3750   Required: 11 hours
Training: 2021-10-27 22:14:25,324-Speed 204.06 samples/sec   Loss 38.1670   LearningRate 0.1250000   Epoch: 0   Global Step: 3800   Required: 11 hours
Training: 2021-10-27 22:14:41,001-Speed 204.29 samples/sec   Loss 37.9875   LearningRate 0.1250000   Epoch: 0   Global Step: 3850   Required: 11 hours
Training: 2021-10-27 22:14:56,704-Speed 203.94 samples/sec   Loss 37.5504   LearningRate 0.1250000   Epoch: 0   Global Step: 3900   Required: 11 hours
Training: 2021-10-27 22:15:12,391-Speed 204.14 samples/sec   Loss 37.9232   LearningRate 0.1250000   Epoch: 0   Global Step: 3950   Required: 11 hours
Training: 2021-10-27 22:15:28,074-Speed 204.21 samples/sec   Loss 37.5810   LearningRate 0.1250000   Epoch: 0   Global Step: 4000   Required: 11 hours
Training: 2021-10-27 22:16:55,807-[agedb_30][4000]XNorm: 48.514381
Training: 2021-10-27 22:16:55,808-[agedb_30][4000]Accuracy-Flip: 0.57583+-0.01739
Training: 2021-10-27 22:16:55,808-[agedb_30][4000]Accuracy-Highest: 0.57583
Training: 2021-10-27 22:20:32,988-[dev_00][4000]XNorm: 56.883877
Training: 2021-10-27 22:20:32,988-[dev_00][4000]Accuracy-Flip: 0.51660+-0.03184
Training: 2021-10-27 22:20:32,988-[dev_00][4000]Accuracy-Highest: 0.51660
Training: 2021-10-27 22:22:08,734-[dev_04][4000]XNorm: 56.859709
Training: 2021-10-27 22:22:08,734-[dev_04][4000]Accuracy-Flip: 0.48182+-0.01915
Training: 2021-10-27 22:22:08,734-[dev_04][4000]Accuracy-Highest: 0.51068
Training: 2021-10-27 22:22:24,233-Speed 7.69 samples/sec   Loss 37.2631   LearningRate 0.1250000   Epoch: 0   Global Step: 4050   Required: 14 hours
Training: 2021-10-27 22:22:39,786-Speed 205.91 samples/sec   Loss 37.5648   LearningRate 0.1250000   Epoch: 0   Global Step: 4100   Required: 14 hours
Training: 2021-10-27 22:22:55,326-Speed 206.09 samples/sec   Loss 37.4284   LearningRate 0.1250000   Epoch: 0   Global Step: 4150   Required: 14 hours
Training: 2021-10-27 22:23:10,820-Speed 206.70 samples/sec   Loss 37.2613   LearningRate 0.1250000   Epoch: 0   Global Step: 4200   Required: 13 hours
Training: 2021-10-27 22:23:26,318-Speed 206.64 samples/sec   Loss 36.8855   LearningRate 0.1250000   Epoch: 0   Global Step: 4250   Required: 13 hours
Training: 2021-10-27 22:23:41,794-Speed 206.91 samples/sec   Loss 36.8669   LearningRate 0.1250000   Epoch: 0   Global Step: 4300   Required: 13 hours
Training: 2021-10-27 22:23:57,300-Speed 206.54 samples/sec   Loss 37.1201   LearningRate 0.1250000   Epoch: 0   Global Step: 4350   Required: 13 hours
Training: 2021-10-27 22:24:12,814-Speed 206.42 samples/sec   Loss 36.9430   LearningRate 0.1250000   Epoch: 0   Global Step: 4400   Required: 13 hours
Training: 2021-10-27 22:24:28,367-Speed 205.92 samples/sec   Loss 36.9048   LearningRate 0.1250000   Epoch: 0   Global Step: 4450   Required: 13 hours
Training: 2021-10-27 22:24:43,941-Speed 205.60 samples/sec   Loss 36.7880   LearningRate 0.1250000   Epoch: 0   Global Step: 4500   Required: 13 hours
Training: 2021-10-27 22:24:59,505-Speed 205.77 samples/sec   Loss 36.5156   LearningRate 0.1250000   Epoch: 0   Global Step: 4550   Required: 13 hours
Training: 2021-10-27 22:25:15,115-Speed 205.15 samples/sec   Loss 36.2562   LearningRate 0.1250000   Epoch: 0   Global Step: 4600   Required: 13 hours
Training: 2021-10-27 22:25:30,731-Speed 205.08 samples/sec   Loss 36.4080   LearningRate 0.1250000   Epoch: 0   Global Step: 4650   Required: 13 hours
Training: 2021-10-27 22:25:46,344-Speed 205.12 samples/sec   Loss 36.0717   LearningRate 0.1250000   Epoch: 0   Global Step: 4700   Required: 13 hours
Training: 2021-10-27 22:26:01,964-Speed 205.02 samples/sec   Loss 36.2168   LearningRate 0.1250000   Epoch: 0   Global Step: 4750   Required: 13 hours
Training: 2021-10-27 22:26:17,622-Speed 204.54 samples/sec   Loss 35.5850   LearningRate 0.1250000   Epoch: 0   Global Step: 4800   Required: 13 hours
Training: 2021-10-27 22:26:33,297-Speed 204.30 samples/sec   Loss 36.1077   LearningRate 0.1250000   Epoch: 0   Global Step: 4850   Required: 13 hours
Training: 2021-10-27 22:26:48,981-Speed 204.18 samples/sec   Loss 35.4936   LearningRate 0.1250000   Epoch: 0   Global Step: 4900   Required: 13 hours
Training: 2021-10-27 22:27:04,699-Speed 203.76 samples/sec   Loss 35.6567   LearningRate 0.1250000   Epoch: 0   Global Step: 4950   Required: 13 hours
Training: 2021-10-27 22:27:10,781-Pytorch Model Saved in '/output/webface_r50_2048/backbone.pth'
Training: 2021-10-27 22:27:11,470-Pytorch Model Saved in '/output/webface_r50_2048/backbone_000.pth'
Training: 2021-10-27 22:27:22,790-Speed 176.99 samples/sec   Loss 34.2418   LearningRate 0.1250000   Epoch: 1   Global Step: 5000   Required: 13 hours
Training: 2021-10-27 22:27:38,519-Speed 203.61 samples/sec   Loss 33.9556   LearningRate 0.1250000   Epoch: 1   Global Step: 5050   Required: 12 hours
Training: 2021-10-27 22:27:54,232-Speed 203.82 samples/sec   Loss 34.0922   LearningRate 0.1250000   Epoch: 1   Global Step: 5100   Required: 12 hours
Training: 2021-10-27 22:28:09,986-Speed 203.28 samples/sec   Loss 33.8499   LearningRate 0.1250000   Epoch: 1   Global Step: 5150   Required: 12 hours
Training: 2021-10-27 22:28:25,722-Speed 203.53 samples/sec   Loss 33.9199   LearningRate 0.1250000   Epoch: 1   Global Step: 5200   Required: 12 hours
Training: 2021-10-27 22:28:41,450-Speed 203.62 samples/sec   Loss 33.9284   LearningRate 0.1250000   Epoch: 1   Global Step: 5250   Required: 12 hours
Training: 2021-10-27 22:28:57,142-Speed 204.08 samples/sec   Loss 33.6667   LearningRate 0.1250000   Epoch: 1   Global Step: 5300   Required: 12 hours
Training: 2021-10-27 22:29:12,824-Speed 204.22 samples/sec   Loss 33.8208   LearningRate 0.1250000   Epoch: 1   Global Step: 5350   Required: 12 hours
Training: 2021-10-27 22:29:28,480-Speed 204.56 samples/sec   Loss 33.8176   LearningRate 0.1250000   Epoch: 1   Global Step: 5400   Required: 12 hours
Training: 2021-10-27 22:29:44,147-Speed 204.42 samples/sec   Loss 34.0831   LearningRate 0.1250000   Epoch: 1   Global Step: 5450   Required: 12 hours
Training: 2021-10-27 22:29:59,809-Speed 204.49 samples/sec   Loss 33.5385   LearningRate 0.1250000   Epoch: 1   Global Step: 5500   Required: 12 hours
Training: 2021-10-27 22:30:15,502-Speed 204.07 samples/sec   Loss 33.9938   LearningRate 0.1250000   Epoch: 1   Global Step: 5550   Required: 12 hours
Training: 2021-10-27 22:30:31,181-Speed 204.26 samples/sec   Loss 33.8326   LearningRate 0.1250000   Epoch: 1   Global Step: 5600   Required: 12 hours
Training: 2021-10-27 22:30:46,895-Speed 203.80 samples/sec   Loss 33.4325   LearningRate 0.1250000   Epoch: 1   Global Step: 5650   Required: 12 hours
Training: 2021-10-27 22:31:02,599-Speed 203.93 samples/sec   Loss 33.7591   LearningRate 0.1250000   Epoch: 1   Global Step: 5700   Required: 12 hours
Training: 2021-10-27 22:31:18,273-Speed 204.32 samples/sec   Loss 33.2849   LearningRate 0.1250000   Epoch: 1   Global Step: 5750   Required: 12 hours
Training: 2021-10-27 22:31:33,995-Speed 203.70 samples/sec   Loss 33.6117   LearningRate 0.1250000   Epoch: 1   Global Step: 5800   Required: 12 hours
Training: 2021-10-27 22:31:49,698-Speed 203.95 samples/sec   Loss 33.5938   LearningRate 0.1250000   Epoch: 1   Global Step: 5850   Required: 12 hours
Training: 2021-10-27 22:32:05,409-Speed 203.83 samples/sec   Loss 33.3112   LearningRate 0.1250000   Epoch: 1   Global Step: 5900   Required: 12 hours
Training: 2021-10-27 22:32:21,091-Speed 204.19 samples/sec   Loss 33.1470   LearningRate 0.1250000   Epoch: 1   Global Step: 5950   Required: 12 hours
Training: 2021-10-27 22:32:36,754-Speed 204.46 samples/sec   Loss 33.1051   LearningRate 0.1250000   Epoch: 1   Global Step: 6000   Required: 12 hours
Training: 2021-10-27 22:34:04,433-[agedb_30][6000]XNorm: 45.619393
Training: 2021-10-27 22:34:04,433-[agedb_30][6000]Accuracy-Flip: 0.58300+-0.02055
Training: 2021-10-27 22:34:04,433-[agedb_30][6000]Accuracy-Highest: 0.58300
Training: 2021-10-27 22:37:41,867-[dev_00][6000]XNorm: 52.183537
Training: 2021-10-27 22:37:41,868-[dev_00][6000]Accuracy-Flip: 0.51947+-0.02546
Training: 2021-10-27 22:37:41,868-[dev_00][6000]Accuracy-Highest: 0.51947
Training: 2021-10-27 22:39:17,585-[dev_04][6000]XNorm: 52.100282
Training: 2021-10-27 22:39:17,586-[dev_04][6000]Accuracy-Flip: 0.49618+-0.00841
Training: 2021-10-27 22:39:17,586-[dev_04][6000]Accuracy-Highest: 0.51068
Training: 2021-10-27 22:39:33,071-Speed 7.69 samples/sec   Loss 33.4184   LearningRate 0.1250000   Epoch: 1   Global Step: 6050   Required: 13 hours
Training: 2021-10-27 22:39:48,592-Speed 206.34 samples/sec   Loss 33.4314   LearningRate 0.1250000   Epoch: 1   Global Step: 6100   Required: 13 hours
Training: 2021-10-27 22:40:04,123-Speed 206.21 samples/sec   Loss 33.3681   LearningRate 0.1250000   Epoch: 1   Global Step: 6150   Required: 13 hours
Training: 2021-10-27 22:40:19,623-Speed 206.61 samples/sec   Loss 32.9674   LearningRate 0.1250000   Epoch: 1   Global Step: 6200   Required: 13 hours
Training: 2021-10-27 22:40:35,091-Speed 207.04 samples/sec   Loss 33.4407   LearningRate 0.1250000   Epoch: 1   Global Step: 6250   Required: 13 hours
Training: 2021-10-27 22:40:50,581-Speed 206.75 samples/sec   Loss 32.9884   LearningRate 0.1250000   Epoch: 1   Global Step: 6300   Required: 13 hours
Training: 2021-10-27 22:41:06,131-Speed 205.90 samples/sec   Loss 33.0691   LearningRate 0.1250000   Epoch: 1   Global Step: 6350   Required: 13 hours
Training: 2021-10-27 22:41:21,686-Speed 205.90 samples/sec   Loss 32.9456   LearningRate 0.1250000   Epoch: 1   Global Step: 6400   Required: 13 hours
Training: 2021-10-27 22:41:37,236-Speed 205.93 samples/sec   Loss 33.2610   LearningRate 0.1250000   Epoch: 1   Global Step: 6450   Required: 13 hours
Training: 2021-10-27 22:41:52,807-Speed 205.67 samples/sec   Loss 32.6496   LearningRate 0.1250000   Epoch: 1   Global Step: 6500   Required: 13 hours
Training: 2021-10-27 22:42:08,377-Speed 205.70 samples/sec   Loss 32.7057   LearningRate 0.1250000   Epoch: 1   Global Step: 6550   Required: 13 hours
Training: 2021-10-27 22:42:23,956-Speed 205.57 samples/sec   Loss 32.2780   LearningRate 0.1250000   Epoch: 1   Global Step: 6600   Required: 13 hours
Training: 2021-10-27 22:42:39,552-Speed 205.35 samples/sec   Loss 32.5113   LearningRate 0.1250000   Epoch: 1   Global Step: 6650   Required: 13 hours
Training: 2021-10-27 22:42:55,160-Speed 205.18 samples/sec   Loss 32.4664   LearningRate 0.1250000   Epoch: 1   Global Step: 6700   Required: 13 hours
Training: 2021-10-27 22:43:10,792-Speed 204.87 samples/sec   Loss 32.5109   LearningRate 0.1250000   Epoch: 1   Global Step: 6750   Required: 13 hours
Training: 2021-10-27 22:43:26,433-Speed 204.76 samples/sec   Loss 32.1287   LearningRate 0.1250000   Epoch: 1   Global Step: 6800   Required: 13 hours
Training: 2021-10-27 22:43:42,101-Speed 204.40 samples/sec   Loss 32.3533   LearningRate 0.1250000   Epoch: 1   Global Step: 6850   Required: 13 hours
Training: 2021-10-27 22:43:57,801-Speed 203.97 samples/sec   Loss 32.4663   LearningRate 0.1250000   Epoch: 1   Global Step: 6900   Required: 13 hours
Training: 2021-10-27 22:44:13,481-Speed 204.25 samples/sec   Loss 32.5581   LearningRate 0.1250000   Epoch: 1   Global Step: 6950   Required: 13 hours
Training: 2021-10-27 22:44:29,191-Speed 203.84 samples/sec   Loss 32.4491   LearningRate 0.1250000   Epoch: 1   Global Step: 7000   Required: 13 hours
Training: 2021-10-27 22:44:44,904-Speed 203.81 samples/sec   Loss 32.1827   LearningRate 0.1250000   Epoch: 1   Global Step: 7050   Required: 12 hours
Training: 2021-10-27 22:45:00,613-Speed 203.85 samples/sec   Loss 32.0545   LearningRate 0.1250000   Epoch: 1   Global Step: 7100   Required: 12 hours
Training: 2021-10-27 22:45:16,296-Speed 204.18 samples/sec   Loss 31.9068   LearningRate 0.1250000   Epoch: 1   Global Step: 7150   Required: 12 hours
Training: 2021-10-27 22:45:31,978-Speed 204.23 samples/sec   Loss 32.2280   LearningRate 0.1250000   Epoch: 1   Global Step: 7200   Required: 12 hours
Training: 2021-10-27 22:45:47,667-Speed 204.12 samples/sec   Loss 32.2497   LearningRate 0.1250000   Epoch: 1   Global Step: 7250   Required: 12 hours
Training: 2021-10-27 22:46:03,373-Speed 203.89 samples/sec   Loss 31.9506   LearningRate 0.1250000   Epoch: 1   Global Step: 7300   Required: 12 hours
Training: 2021-10-27 22:46:19,080-Speed 203.87 samples/sec   Loss 31.8895   LearningRate 0.1250000   Epoch: 1   Global Step: 7350   Required: 12 hours
Training: 2021-10-27 22:46:34,745-Speed 204.43 samples/sec   Loss 32.0788   LearningRate 0.1250000   Epoch: 1   Global Step: 7400   Required: 12 hours
